date_observed,description,comments,place_name,latitude,longitude,geoprivacy,max_depth,bottom_time,observer_name,year,abundance,presence,pres_abs,abundance_recode,wasting,location_code,num_surveys,multiple_surveys
2004-05-11T09:53:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,115,36,Donna Gibbs,2004,2,1,1,3,0,Anderson Bay,1,0
2004-05-11T17:30:00Z,NA,NA,"Fossil Beach, north end",49.55833,-124.66667,open,20,18,Donna Gibbs,2004,NA,NA,0,1,0,"Fossil Beach, north end",1,0
2004-05-14T12:32:00Z,collected,NA,"Croker Island, north point",49.44822,-122.87313,open,106,41,Andy Lamb,2004,5,1,1,6,0,"Croker Island, north point",1,0
2004-05-22T11:11:00Z,NA,NA,Turtle Rock,48.86167,-123.3,open,104,58,Andy Lamb,2004,3,1,1,4,0,Turtle Rock,1,0
2004-05-22T14:24:00Z,NA,NA,Tilly Point,48.73167,-123.20833,open,63,59,Andy Lamb,2004,2,1,1,3,0,Tilly Point,1,0
2004-05-25T11:30:00Z,John collected,NA,wreck of the Transpac,52.99686,-128.964554,open,119,46,Donna Gibbs,2004,2,1,1,3,0,wreck of the Transpac,1,0
2004-05-26T08:15:00Z,huge,NA,wreck of the Ohio,54.6516,-130.8275,open,71,50,Donna Gibbs,2004,2,1,1,3,0,wreck of the Ohio,1,0
2004-05-27T16:15:00Z,NA,NA,Nakwakto Rapids,51.088792,-127.473539,open,40,20,Donna Gibbs,2004,NA,NA,0,1,0,Nakwakto Rapids,1,0
2004-06-15T17:05:00Z,NA,NA,"Bowyer Island, W (UCBC buoy)",49.43312,-123.27538,open,65,42,Andy Lamb,2004,NA,NA,0,1,0,"Bowyer Island, W (UCBC buoy)",1,0
2004-06-17T16:00:00Z,NA,NA,Shear Island,49.4877,-124.1732,open,114,45,Donna Gibbs,2004,1,1,1,2,0,Shear Island,1,0
2004-06-18T15:00:00Z,NA,NA,Haddington Island,50.5968,-127.0319,open,100,45,Donna Gibbs,2004,NA,NA,0,1,0,Haddington Island,1,0
2004-06-19T11:50:00Z,"eating sunflower star same size, small",NA,Enchanta Bay,49.41805,-123.31215,open,48,47,Andy Lamb,2004,1,1,1,2,0,Enchanta Bay,1,0
2004-06-21T12:00:00Z,NA,NA,wreck of the Transpac,52.99686,-128.964554,open,118,50,Donna Gibbs,2004,2,1,1,3,0,wreck of the Transpac,1,0
2004-06-24T08:50:00Z,NA,NA,"Hutt Island, N",49.411979,-123.381399,open,80,20,Andy Lamb,2004,1,1,1,2,0,"Hutt Island, N",1,0
2004-06-30T14:05:00Z,NA,NA,"Masset, customs dock",54.00669,-132.1457,open,53,57,Andy Lamb,2004,3,1,1,4,0,"Masset, customs dock",1,0
2004-06-30T20:02:00Z,NA,NA,Coho Point,54.22679,-132.96225,open,86,47,Andy Lamb,2004,1,1,1,2,0,Coho Point,1,0
2004-07-01T08:21:00Z,NA,NA,Langara Rocks,54.2611,-133.03005,open,81,51,Andy Lamb,2004,1,1,1,2,0,Langara Rocks,1,0
2004-07-01T11:37:00Z,NA,NA,Ephigenia Wall,54.19005,-133.01435,open,110,49,Andy Lamb,2004,2,1,1,3,0,Ephigenia Wall,1,0
2004-07-02T14:45:00Z,NA,NA,wreck of the Transpac,52.99686,-128.964554,open,82,35,Andy Lamb,2004,2,1,1,3,0,wreck of the Transpac,1,0
2004-07-02T20:30:00Z,NA,NA,wreck of the Ohio,54.6516,-130.8275,open,78,53,Andy Lamb,2004,1,1,1,2,0,wreck of the Ohio,1,0
2004-07-03T09:51:00Z,NA,NA,Dillon Rock,50.855427,-127.854844,open,82,45,Andy Lamb,2004,NA,NA,0,1,0,Dillon Rock,1,0
2004-07-06T12:34:00Z,NA,NA,A-Frame North Bay,49.65619,-124.073226,open,59,52,Andy Lamb,2004,NA,NA,0,1,0,A-Frame North Bay,1,0
2004-07-06T15:53:00Z,NA,NA,"Martin Island, north end",49.62663,-124.07074,open,61,54,Andy Lamb,2004,1,1,1,2,0,"Martin Island, north end",1,0
2004-07-07T11:04:00Z,NA,NA,"Williams Island, NE side",49.62909,-124.05817,open,56,38,Andy Lamb,2004,NA,NA,0,1,0,"Williams Island, NE side",1,0
2004-07-08T12:05:00Z,"very many, dark brown",NA,Blue Heart Point,49.61117,-123.24945,open,112,51,Andy Lamb,2004,1,1,1,2,0,Blue Heart Point,1,0
2004-07-14T12:56:00Z,on the sponge,NA,"Defence Islands, shore bioherm",49.57756,-123.27346,open,101,34,Andy Lamb,2004,NA,NA,0,1,0,"Defence Islands, shore bioherm",1,0
2004-07-23T11:51:00Z,on sponges,NA,Hutt boot marker,49.40751,-123.37591,open,55,33,Donna Gibbs,2004,1,1,1,2,0,Hutt boot marker,1,0
2004-07-23T13:56:00Z,NA,NA,Whytecliff,49.371666,-123.293335,open,25,67,Andy Lamb,2004,NA,NA,0,1,0,Whytecliff,1,0
2004-07-24T13:48:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,46,43,Donna Gibbs,2004,6,1,1,7,0,Cliff Cove,1,0
2004-07-25T14:15:00Z,NA,NA,"Pam Rocks, E of N seal haulout",49.49033,-123.298,open,53,28,Donna Gibbs,2004,NA,NA,0,1,0,"Pam Rocks, E of N seal haulout",1,0
2004-07-25T15:11:00Z,NA,NA,"Pam Rocks, SW of N seal haulout",49.48983,-123.3,open,59,32,Donna Gibbs,2004,3,1,1,4,0,"Pam Rocks, SW of N seal haulout",1,0
2004-07-27T09:44:00Z,NA,NA,"Sea-to-Sky, Hole in the Wall",49.386612,-123.260559,open,60,36,Donna Gibbs,2004,3,1,1,4,0,"Sea-to-Sky, Hole in the Wall",1,0
2004-07-28T15:13:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,88,57,Andy Lamb,2004,1,1,1,2,0,Anderson Bay,1,0
2004-07-29T11:05:00Z,NA,NA,Snapper Gulch,49.673366,-124.085439,open,92,58,Andy Lamb,2004,1,1,1,2,0,Snapper Gulch,1,0
2004-08-04T08:43:00Z,NA,NA,"Bowyer Island, NW",49.43035,-123.27412,open,65,46,Donna Gibbs,2004,2,1,1,3,0,"Bowyer Island, NW",1,0
2004-08-04T10:05:00Z,NA,NA,"Bowyer Island, NW",49.43035,-123.27412,open,60,56,Donna Gibbs,2004,NA,NA,0,1,0,"Bowyer Island, NW",1,0
2004-08-06T10:07:00Z,NA,NA,Porteau wrecks,49.56103,-123.23512,open,47,54,Donna Gibbs,2004,2,1,1,3,0,Porteau wrecks,1,0
2004-08-08T12:29:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,71,51,Andy Lamb,2004,3,1,1,4,0,Andy's property,1,0
2004-08-12T11:03:00Z,NA,NA,Anderson Bay,49.512358,-124.130188,open,39,100,Andy Lamb,2004,1,1,1,2,0,Anderson Bay,1,0
2004-08-19T12:43:00Z,NA,NA,"Popham Island, seal reef",49.363,-123.49683,open,53,43,Donna Gibbs,2004,2,1,1,3,0,"Popham Island, seal reef",1,0
2004-08-19T13:52:00Z,NA,NA,Worlcombe Island,49.348331,-123.453331,open,55,24,Donna Gibbs,2004,NA,NA,0,1,0,Worlcombe Island,1,0
2004-08-23T13:10:00Z,NA,NA,Walt's Wall,50.588088,-126.833791,open,97,51,Andy Lamb,2004,1,1,1,2,0,Walt's Wall,1,0
2004-08-24T09:21:00Z,NA,NA,Snowfall,50.89155,-127.41103,open,65,53,Andy Lamb,2004,1,1,1,2,0,Snowfall,1,0
2004-08-24T15:28:00Z,NA,NA,Finisterre Point,49.41794,-123.30734,open,44,50,Donna Gibbs,2004,NA,NA,0,1,0,Finisterre Point,1,0
2004-08-24T16:13:00Z,NA,NA,Browning Wall,50.847722,-127.643881,open,110,52,Andy Lamb,2004,1,1,1,2,0,Browning Wall,1,0
2004-08-25T09:31:00Z,NA,NA,Dillon Rock,50.855427,-127.854844,open,71,51,Andy Lamb,2004,1,1,1,2,0,Dillon Rock,1,0
2004-08-25T16:10:00Z,NA,NA,Shushartie Bay,50.854614,-127.856561,open,63,53,Andy Lamb,2004,1,1,1,2,0,Shushartie Bay,1,0
2004-08-26T14:29:00Z,NA,NA,Outer Narrows,51.087478,-127.63324,open,87,42,Andy Lamb,2004,1,1,1,2,0,Outer Narrows,1,0
2004-08-26T17:20:00Z,deep purple,NA,Nakwakto Rapids,51.088792,-127.473539,open,54,25,Andy Lamb,2004,NA,NA,0,1,0,Nakwakto Rapids,1,0
2004-08-27T08:23:00Z,NA,NA,Tredwell Bay,51.101136,-127.543405,open,67,48,Andy Lamb,2004,1,1,1,2,0,Tredwell Bay,1,0
2004-08-27T14:51:00Z,NA,NA,Stubbs Island,50.604014,-126.819704,open,82,50,Andy Lamb,2004,NA,NA,0,1,0,Stubbs Island,1,0
2004-09-01T11:53:00Z,NA,NA,Backeddy Pub,49.7572,-123.93925,open,44,52,Andy Lamb,2004,1,1,1,2,0,Backeddy Pub,1,0
2004-09-02T14:33:00Z,NA,NA,"Bowyer Island, E",49.42852,-123.26347,open,60,30,Donna Gibbs,2004,2,1,1,3,0,"Bowyer Island, E",1,0
2004-09-07T12:00:00Z,NA,NA,"Whytecliff, Cut",49.37267,-123.2935,open,107,35,Donna Gibbs,2004,2,1,1,3,0,"Whytecliff, Cut",1,0
2004-09-13T16:34:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,69,58,Andy Lamb,2004,1,1,1,2,0,Andy's property,1,0
2004-09-15T11:21:00Z,NA,NA,Cowan Point,49.33546,-123.36059,open,87,51,Andy Lamb,2004,5,1,1,6,0,Cowan Point,1,0
2004-09-21T15:00:00Z,NA,NA,Lookout Point,49.37702,-123.28948,open,112,31,Donna Gibbs,2004,3,1,1,4,0,Lookout Point,1,0
2004-10-02T10:15:00Z,NA,NA,Virago Point,49.00942,-123.58796,open,42,34,Andy Lamb,2004,1,1,1,2,0,Virago Point,1,0
2004-10-02T15:02:00Z,NA,NA,Rogers Reef,49.12833,-123.69,open,45,35,Andy Lamb,2004,1,1,1,2,0,Rogers Reef,1,0
2004-10-03T11:03:00Z,NA,NA,Bright Islet,48.82,-123.35,open,43,35,Andy Lamb,2004,3,1,1,4,0,Bright Islet,1,0
2004-10-03T15:23:00Z,NA,NA,Red Islets,48.81667,-123.34667,open,45,34,Andy Lamb,2004,3,1,1,4,0,Red Islets,1,0
2004-10-05T14:11:00Z,NA,NA,Snapper Gulch,49.673366,-124.085439,open,82,59,Andy Lamb,2004,2,1,1,3,0,Snapper Gulch,1,0
2004-10-06T10:17:00Z,NA,NA,McKay Cove Channel,50.0187,-127.3602,open,31,36,Donna Gibbs,2004,2,1,1,3,0,McKay Cove Channel,1,0
2004-10-06T11:40:00Z,NA,NA,Surprise Island,50.043404,-127.302723,open,62,40,Donna Gibbs,2004,2,1,1,3,0,Surprise Island,1,0
2004-10-06T17:49:00Z,NA,NA,Kyuquot Sound Lodge,50.0187,-127.3602,open,33,40,Donna Gibbs,2004,1,1,1,2,0,Kyuquot Sound Lodge,1,0
2004-10-07T10:25:00Z,NA,NA,McKay Cove Channel,50.0187,-127.3602,open,30,56,Donna Gibbs,2004,NA,NA,0,1,0,McKay Cove Channel,1,0
2004-10-07T12:19:00Z,NA,NA,Mystery Island,50.0187,-127.3602,open,39,37,Donna Gibbs,2004,2,1,1,3,0,Mystery Island,1,0
2004-10-09T14:39:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,89,42,Andy Lamb,2004,2,1,1,3,0,Andy's property,1,0
2004-10-14T14:21:00Z,NA,NA,"Popham Island, seal reef",49.363,-123.49683,open,60,49,Donna Gibbs,2004,2,1,1,3,0,"Popham Island, seal reef",1,0
2004-10-21T13:31:00Z,NA,NA,"Pam Rocks, light, west side",49.48783,-123.29995,open,61,40,Donna Gibbs,2004,3,1,1,4,0,"Pam Rocks, light, west side",1,0
2004-10-21T14:50:00Z,NA,NA,Irby Point,49.51035,-123.30233,open,61,37,Donna Gibbs,2004,2,1,1,3,0,Irby Point,1,0
2004-11-04T14:30:00Z,NA,NA,"Popham Island, seal reef",49.363,-123.49683,open,86,30,Donna Gibbs,2004,NA,NA,0,1,0,"Popham Island, seal reef",1,0
2004-11-10T12:30:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,60,48,Donna Gibbs,2004,NA,NA,0,1,0,Point Atkinson,1,0
2004-11-13T15:51:00Z,NA,NA,Georgina Point,48.87333,-123.285,open,70,52,Andy Lamb,2004,2,1,1,3,0,Georgina Point,1,0
2004-11-21T14:06:00Z,NA,NA,"Cates Park, Panorama",49.30579,-122.94722,open,60,60,Andy Lamb,2004,3,1,1,4,0,"Cates Park, Panorama",1,0
2004-12-02T11:23:00Z,NA,NA,"Dinner Bay, Hass property",48.836094,-123.324382,open,67,46,Andy Lamb,2004,1,1,1,2,0,"Dinner Bay, Hass property",1,0
2004-12-04T10:31:00Z,NA,NA,Tuwanek Point,49.546449,-123.766994,open,120,45,Charlie Gibbs,2004,2,1,1,3,0,Tuwanek Point,1,0
2004-12-04T16:10:00Z,NA,NA,Snake Bay,49.511659,-123.795105,open,95,34,Charlie Gibbs,2004,2,1,1,3,0,Snake Bay,1,0
2004-12-05T10:42:00Z,NA,NA,Stag Wall,49.523,-123.798,open,129,50,Charlie Gibbs,2004,2,1,1,3,0,Stag Wall,1,0
2004-12-05T13:40:00Z,NA,NA,Sakinaw Rock,49.56685,-123.80347,open,125,42,Charlie Gibbs,2004,2,1,1,3,0,Sakinaw Rock,1,0
2004-12-08T11:20:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,60,30,Donna Gibbs,2004,2,1,1,3,0,Point Atkinson,1,0
2004-12-19T12:11:00Z,NA,NA,Enchanta Bay,49.41805,-123.31215,open,91,40,Andy Lamb,2004,1,1,1,2,0,Enchanta Bay,1,0
2004-12-28T14:11:00Z,NA,NA,Moore Point,49.6188,-124.0646,open,56,57,Andy Lamb,2004,1,1,1,2,0,Moore Point,1,0
2004-12-29T11:13:00Z,NA,NA,"Sutton Islets, east islet, SW point",49.76273,-123.93908,open,68,57,Andy Lamb,2004,1,1,1,2,0,"Sutton Islets, east islet, SW point",1,0
2004-12-29T15:02:00Z,NA,NA,Snapper Gulch,49.673366,-124.085439,open,60,41,Andy Lamb,2004,1,1,1,2,0,Snapper Gulch,1,0
2004-12-30T11:23:00Z,collected,NA,Francis Point,49.6217,-124.0623,open,76,56,Andy Lamb,2004,1,1,1,2,0,Francis Point,1,0
2004-12-30T14:30:00Z,NA,NA,Ogden Point breakwater,48.414166,-123.385205,open,72,60,Charlie Gibbs,2004,NA,NA,0,1,0,Ogden Point breakwater,1,0
2005-01-20T10:55:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,70,29,Donna Gibbs,2005,6,1,1,7,0,Point Atkinson,1,0
2005-01-21T09:56:00Z,NA,NA,Bird Islets,49.36216,-123.29183,open,60,26,Donna Gibbs,2005,2,1,1,3,0,Bird Islets,1,0
2005-01-21T10:57:00Z,NA,NA,Caulfeild Cove,49.33717,-123.24942,open,47,28,Donna Gibbs,2005,2,1,1,3,0,Caulfeild Cove,1,0
2005-01-26T12:20:00Z,NA,NA,"Popham Island, seal reef",49.363,-123.49683,open,60,31,Donna Gibbs,2005,3,1,1,4,0,"Popham Island, seal reef",1,0
2005-01-27T12:00:00Z,spawining aggregation,NA,"Bowyer Island, S (boulder point)",49.41747,-123.26633,open,50,31,Donna Gibbs,2005,3,1,1,4,0,"Bowyer Island, S (boulder point)",1,0
2005-01-27T13:10:00Z,spawning aggregation,NA,"Bowyer Island, NW",49.43035,-123.27412,open,54,38,Donna Gibbs,2005,2,1,1,3,0,"Bowyer Island, NW",1,0
2005-02-03T10:30:00Z,NA,NA,Bird Islets,49.36216,-123.29183,open,70,13,Donna Gibbs,2005,5,1,1,6,0,Bird Islets,1,0
2005-02-03T11:45:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,100,30,Donna Gibbs,2005,5,1,1,6,0,Point Atkinson,1,0
2005-02-05T11:23:00Z,collected,NA,Anderson Bay,49.512358,-124.130188,open,80,54,Andy Lamb,2005,1,1,1,2,0,Anderson Bay,1,0
2005-02-05T14:10:00Z,NA,NA,"Anderson Bay, north end",49.515702,-124.132806,open,63,50,Andy Lamb,2005,1,1,1,2,0,"Anderson Bay, north end",1,0
2005-02-08T12:56:00Z,NA,NA,W Bowen marker,49.38882,-123.41017,open,58,35,Donna Gibbs,2005,4,1,1,5,0,W Bowen marker,1,0
2005-02-10T10:35:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,76,38,Donna Gibbs,2005,NA,NA,0,1,0,Point Atkinson,1,0
2005-02-10T13:50:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,50,30,Donna Gibbs,2005,6,1,1,7,0,Cliff Cove,1,0
2005-02-16T10:31:00Z,NA,NA,Kettle Point,49.36217,-123.287,open,58,30,Donna Gibbs,2005,6,1,1,7,0,Kettle Point,1,0
2005-02-16T11:20:00Z,NA,NA,Bird Islets,49.36216,-123.29183,open,60,43,Donna Gibbs,2005,3,1,1,4,0,Bird Islets,1,0
2005-02-17T10:45:00Z,NA,NA,Porteau shoreline north,49.56283,-123.23417,open,60,48,Donna Gibbs,2005,NA,NA,0,1,0,Porteau shoreline north,1,0
2005-02-17T13:09:00Z,deep (60 feet),NA,Furry Creek,49.5785,-123.23033,open,62,40,Donna Gibbs,2005,5,1,1,6,0,Furry Creek,1,0
2005-02-19T11:50:00Z,NA,NA,Georgina Point,48.87333,-123.285,open,70,51,Andy Lamb,2005,NA,NA,0,1,0,Georgina Point,1,0
2005-02-20T12:24:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,70,40,Andy Lamb,2005,1,1,1,2,0,Andy's property,1,0
2005-02-20T12:45:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,79,53,Charlie Gibbs,2005,3,1,1,4,0,Andy's property,1,0
2005-02-22T10:25:00Z,NA,NA,Columbine Bay,49.41842,-123.31858,open,70,41,Andy Lamb,2005,3,1,1,4,0,Columbine Bay,1,0
2005-02-22T12:42:00Z,NA,NA,Copper Cove,49.37897,-123.28012,open,35,45,Andy Lamb,2005,6,1,1,7,0,Copper Cove,1,0
2005-02-23T02:24:00Z,NA,NA,Cod Rock,49.36233,-123.42728,open,50,30,Andy Lamb,2005,1,1,1,2,0,Cod Rock,1,0
2005-02-23T09:18:00Z,small,NA,Miller Rock,49.7877,-123.9458,open,81,42,Donna Gibbs,2005,NA,NA,0,1,0,Miller Rock,1,0
2005-02-23T10:45:00Z,NA,NA,"Popham Island, gap reef",49.36532,-123.4902,open,68,40,Andy Lamb,2005,1,1,1,2,0,"Popham Island, gap reef",1,0
2005-02-23T21:15:00Z,NA,NA,Backeddy Pub,49.7572,-123.93925,open,50,40,Donna Gibbs,2005,NA,NA,0,1,0,Backeddy Pub,1,0
2005-02-24T11:46:00Z,NA,NA,Lookout Point,49.37702,-123.28948,open,85,31,Andy Lamb,2005,1,1,1,2,0,Lookout Point,1,0
2005-02-24T13:20:00Z,NA,NA,"W Passage Reefs, south",49.343611,-123.324444,open,50,35,Andy Lamb,2005,2,1,1,3,0,"W Passage Reefs, south",1,0
2005-03-04T10:00:00Z,NA,NA,"W Passage Reefs, south",49.343611,-123.324444,open,50,30,Donna Gibbs,2005,NA,NA,0,1,0,"W Passage Reefs, south",1,0
2005-03-13T11:09:00Z,NA,NA,"Whytecliff, Cut and marker",49.3715,-123.29383,open,103,60,Charlie Gibbs,2005,3,1,1,4,0,"Whytecliff, Cut and marker",1,0
2005-03-31T11:21:00Z,NA,NA,Green Point Bay,49.704,-124.076,open,109,45,Andy Lamb,2005,1,1,1,2,0,Green Point Bay,1,0
2005-03-31T15:40:00Z,collected,NA,Snapper Gulch,49.673366,-124.085439,open,91,50,Andy Lamb,2005,2,1,1,3,0,Snapper Gulch,1,0
2005-04-02T16:43:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,82,48,Andy Lamb,2005,1,1,1,2,0,Andy's property,1,0
2005-04-11T13:25:00Z,NA,NA,Hutt boot marker,49.40751,-123.37591,open,48,25,Donna Gibbs,2005,2,1,1,3,0,Hutt boot marker,1,0
2005-04-18T13:25:00Z,NA,NA,Point Atkinson,49.32967,-123.26487,open,61,12,Donna Gibbs,2005,2,1,1,3,0,Point Atkinson,1,0
2005-04-20T14:30:00Z,NA,NA,"Popham Island, sponge reef",49.36025,-123.49233,open,57,28,Donna Gibbs,2005,2,1,1,3,0,"Popham Island, sponge reef",1,0
2005-04-23T09:00:00Z,NA,NA,Elliot Bluffs,48.788,-123.213,open,80,38,Andy Lamb,2005,2,1,1,3,0,Elliot Bluffs,1,0
2005-04-23T12:14:00Z,one very small,NA,Wallace Point,48.73667,-123.22833,open,62,50,Andy Lamb,2005,2,1,1,3,0,Wallace Point,1,0
2005-04-26T19:00:00Z,NA,NA,Fog Rocks,52.378812,-126.855268,open,110,45,Donna Gibbs,2005,NA,NA,0,1,0,Fog Rocks,1,0
2005-05-04T10:20:00Z,NA,NA,Thorton Island,50.0187,-127.3602,open,44,44,Andy Lamb,2005,1,1,1,2,0,Thorton Island,1,0
2005-05-04T12:12:00Z,NA,NA,Surprise Island,50.043404,-127.302723,open,91,40,Andy Lamb,2005,1,1,1,2,0,Surprise Island,1,0
2005-05-04T15:05:00Z,NA,NA,Amos Island,50.0187,-127.3602,open,71,31,Andy Lamb,2005,1,1,1,2,0,Amos Island,1,0
2005-05-05T17:10:00Z,NA,NA,Kyuquot Sound Lodge,50.0187,-127.3602,open,41,32,Andy Lamb,2005,1,1,1,2,0,Kyuquot Sound Lodge,1,0
2005-05-17T12:00:00Z,NA,NA,"W Passage Reefs, south",49.343611,-123.324444,open,90,28,Donna Gibbs,2005,NA,NA,0,1,0,"W Passage Reefs, south",1,0
2005-05-19T13:00:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,61,54,Donna Gibbs,2005,6,1,1,7,0,Cliff Cove,1,0
2005-05-23T17:02:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,85,53,Andy Lamb,2005,1,1,1,2,0,Andy's property,1,0
2005-05-24T10:04:00Z,NA,NA,Indian Bluff,49.33833,-123.269997,open,52,21,Donna Gibbs,2005,6,1,1,7,0,Indian Bluff,1,0
2005-05-25T12:00:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,60,40,Donna Gibbs,2005,NA,NA,0,1,0,Cliff Cove,1,0
2005-05-26T10:36:00Z,NA,NA,"Bowyer Island, SE",49.42053,-123.26095,open,92,24,Donna Gibbs,2005,2,1,1,3,0,"Bowyer Island, SE",1,0
2005-05-26T13:00:00Z,NA,NA,"Bowyer Island, NW",49.43035,-123.27412,open,25,60,Donna Gibbs,2005,6,1,1,7,0,"Bowyer Island, NW",1,0
2005-05-31T13:00:00Z,NA,NA,"Popham Island, south shore",49.35972,-123.49028,open,25,42,Donna Gibbs,2005,3,1,1,4,0,"Popham Island, south shore",1,0
2005-06-01T12:00:00Z,NA,NA,"Whytecliff, Cut",49.37267,-123.2935,open,62,45,Donna Gibbs,2005,2,1,1,3,0,"Whytecliff, Cut",1,0
2005-06-06T08:54:00Z,NA,NA,Flora Islets,49.5169,-124.5773,open,123,51,Andy Lamb,2005,2,1,1,3,0,Flora Islets,1,0
2005-06-07T11:55:00Z,NA,NA,Hussar Point,50.850578,-127.656457,open,96,52,Andy Lamb,2005,1,1,1,2,0,Hussar Point,1,0
2005-06-07T15:05:00Z,NA,NA,Snowfall,50.89155,-127.41103,open,86,50,Andy Lamb,2005,1,1,1,2,0,Snowfall,1,0
2005-06-08T09:23:00Z,NA,NA,Browning Wall,50.847722,-127.643881,open,65,48,Andy Lamb,2005,1,1,1,2,0,Browning Wall,1,0
2005-06-08T14:32:00Z,NA,NA,Dillon Rock,50.855427,-127.854844,open,75,58,Andy Lamb,2005,2,1,1,3,0,Dillon Rock,1,0
2005-06-08T17:08:00Z,NA,NA,Shushartie Bay,50.854614,-127.856561,open,64,41,Andy Lamb,2005,1,1,1,2,0,Shushartie Bay,1,0
2005-06-09T08:36:00Z,NA,NA,Tredwell Bay,51.101136,-127.543405,open,68,51,Andy Lamb,2005,NA,NA,0,1,0,Tredwell Bay,1,0
2005-06-09T11:30:00Z,NA,NA,Furry Creek,49.5785,-123.23033,open,64,39,Donna Gibbs,2005,2,1,1,3,0,Furry Creek,1,0
2005-06-09T12:35:00Z,NA,NA,Turret Rock,51.088792,-127.473539,open,58,23,Andy Lamb,2005,NA,NA,0,1,0,Turret Rock,1,0
2005-06-09T12:38:00Z,NA,NA,Porteau shoreline north,49.56283,-123.23417,open,50,46,Donna Gibbs,2005,NA,NA,0,1,0,Porteau shoreline north,1,0
2005-06-09T17:48:00Z,NA,NA,Outer Narrows,51.087478,-127.63324,open,61,46,Andy Lamb,2005,1,1,1,2,0,Outer Narrows,1,0
2005-06-10T08:47:00Z,NA,NA,Walt's Wall,50.588088,-126.833791,open,83,58,Andy Lamb,2005,1,1,1,2,0,Walt's Wall,1,0
2005-06-10T12:27:00Z,NA,NA,Stubbs Island,50.604014,-126.819704,open,115,48,Andy Lamb,2005,1,1,1,2,0,Stubbs Island,1,0
2005-06-13T11:30:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,71,45,Donna Gibbs,2005,6,1,1,7,0,Cliff Cove,1,0
2005-06-15T11:35:00Z,NA,NA,"W Passage Reefs, south",49.343611,-123.324444,open,64,45,Donna Gibbs,2005,3,1,1,4,0,"W Passage Reefs, south",1,0
2005-06-22T11:07:00Z,NA,NA,Snapper Gulch,49.673366,-124.085439,open,36,35,Andy Lamb,2005,NA,NA,0,1,0,Snapper Gulch,1,0
2005-06-23T10:49:00Z,NA,NA,wall opposite oyster farm,49.673133,-124.068594,open,63,31,Andy Lamb,2005,2,1,1,3,0,wall opposite oyster farm,1,0
2005-06-23T13:03:00Z,NA,NA,Nelson Rock,49.644,-124.119,open,96,60,Andy Lamb,2005,2,1,1,3,0,Nelson Rock,1,0
2005-06-28T12:30:00Z,NA,NA,"Popham Island, gap reef",49.36532,-123.4902,open,64,34,Donna Gibbs,2005,2,1,1,3,0,"Popham Island, gap reef",1,0
2005-07-09T13:42:00Z,NA,NA,Andy's property,48.86797,-123.30296,open,89,49,Andy Lamb,2005,2,1,1,3,0,Andy's property,1,0
2005-07-20T13:00:00Z,NA,NA,Popham Island breakwater,49.358,-123.483,open,49,54,Donna Gibbs,2005,2,1,1,3,0,Popham Island breakwater,1,0
2005-07-26T12:00:00Z,NA,NA,W Bowen marker,49.38882,-123.41017,open,30,42,Donna Gibbs,2005,2,1,1,3,0,W Bowen marker,1,0
2005-07-27T10:39:00Z,NA,NA,Bird Islets,49.36216,-123.29183,open,63,31,Donna Gibbs,2005,NA,NA,0,1,0,Bird Islets,1,0
2005-07-28T10:51:00Z,NA,NA,Cliff Cove,49.3780833,-123.2849,open,67,49,Donna Gibbs,2005,NA,NA,0,1,0,Cliff Cove,1,0
2005-07-28T13:00:00Z,NA,NA,"Bowyer Island, NW",49.43035,-123.27412,open,40,64,Donna Gibbs,2005,NA,NA,0,1,0,"Bowyer Island, NW",1,0
2005-08-03T10:35:00Z,NA,NA,"Bowyer Island, NW",49.43035,-123.27412,open,28,43,Donna Gibbs,2005,6,1,1,7,0,"Bowyer Island, NW",1,0
2005-08-04T12:25:00Z,NA,NA,Popham Island breakwater,49.358,-123.483,open,50,46,Donna Gibbs,2005,NA,NA,0,1,0,Popham Island breakwater,1,0
2005-08-04T13:37:00Z,NA,NA,Popham Island breakwater,49.358,-123.483,open,33,26,Donna Gibbs,2005,3,1,1,4,0,Popham Island breakwater,1,0
2005-08-09T10:12:00Z,NA,NA,Popham Island breakwater,49.358,-123.483,open,56,40,Donna Gibbs,2005,2,1,1,3,0,Popham Island breakwater,1,0
