form,abundance,exp,type,geogr,month,day,year,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,site_ymd,abundance_recode,presence,exp_binary,num_surveys,multiple_surveys,wasting,region
5159985,0,N,3,13230001,10,19,2009,0,0,20,15,1,1,1,2,5,13230001_19_10_2009,1,0,0,2,1,0,13
5159900,0,N,3,13230001,8,19,2009,66,57,60,14,1,1,1,2,9,13230001_19_8_2009,1,0,0,5,1,0,13
5133500,0,N,3,13230001,10,20,2017,52,50,58,11,3,5,6,2,2,13230001_20_10_2017,1,0,0,2,1,0,13
5032295,3,E,3,13230001,3,20,2010,0,46,49,19,2,NULL,6,3,12,13230001_20_3_2010,4,1,1,1,0,0,13
5112032,2,E,3,13230001,5,20,2016,0,54,72,20,1,5,6,3,2,13230001_20_5_2016,3,1,1,2,1,0,13
5072189,3,N,3,13230001,6,20,2013,0,54,44,16,2,NULL,6,2,2,13230001_20_6_2013,4,1,0,2,1,0,13
5028517,0,N,3,13230001,9,25,2009,0,0,24,15,2,NULL,5,3,2,13230001_25_9_2009,1,0,0,1,0,0,13
5103726,2,N,3,13230001,9,25,2015,50,50,50,10,3,NULL,6,2,11,13230001_25_9_2015,3,1,0,21,1,1,13
48234,3,E,3,13230001,8,26,2005,64,62,60,16,3,NULL,6,3,12,13230001_26_8_2005,4,1,1,1,0,0,13
5063406,3,E,3,13230001,9,26,2012,60,51,57,17,1,NULL,6,3,2,13230001_26_9_2012,4,1,1,1,0,0,13
5089391,1,N,3,13230001,9,26,2014,61,50,29,12,3,NULL,3,2,6,13230001_26_9_2014,2,1,0,22,1,1,13
5103789,0,N,3,13230001,9,26,2015,0,50,60,7,3,NULL,4,3,5,13230001_26_9_2015,1,0,0,6,1,1,13
5160890,0,N,3,13230001,11,27,2018,0,48,53,20,3,5,7,3,2,13230001_27_11_2018,1,0,0,1,0,0,13
36224,3,N,3,13230001,6,27,2003,0,0,60,17,2,NULL,6,2,12,13230001_27_6_2003,4,1,0,2,1,0,13
5089445,0,N,3,13230001,9,27,2014,62,52,41,15,3,NULL,4,2,2,13230001_27_9_2014,1,0,0,12,1,1,13
5103819,1,N,3,13230001,9,27,2015,61,52,33,20,2,NULL,3,3,2,13230001_27_9_2015,2,1,0,2,1,1,13
5063466,2,N,3,13230001,9,28,2012,0,50,53,20,1,NULL,4,3,12,13230001_28_9_2012,3,1,0,3,1,0,13
5089475,2,N,3,13230001,9,28,2014,54,50,31,10,3,NULL,6,2,2,13230001_28_9_2014,3,1,0,10,1,1,13
36233,0,N,3,13230001,6,29,2003,0,0,64,22,2,NULL,7,2,12,13230001_29_6_2003,1,0,0,1,0,0,13
5089590,2,N,3,13230001,9,29,2014,63,48,39,10,3,NULL,6,2,2,13230001_29_9_2014,3,1,0,12,1,1,13
5132579,0,N,3,13230001,9,29,2017,0,50,35,10,3,4,5,3,2,13230001_29_9_2017,1,0,0,24,1,0,13
37248,0,N,3,13230001,11,30,2002,0,0,40,21,2,NULL,5,3,12,13230001_30_11_2002,1,0,0,1,0,0,13
5132654,0,N,3,13230001,9,30,2017,53,51,45,20,1,4,4,1,5,13230001_30_9_2017,1,0,0,3,1,0,13
48209,2,E,3,13230001,2,4,2007,60,55,61,21,2,NULL,6,2,12,13230001_4_2_2007,3,1,1,1,0,0,13
44781,3,E,3,13230001,3,6,2003,44,44,32,16,2,NULL,5,2,12,13230001_6_3_2003,4,1,1,1,0,0,13
19312,3,N,3,13230002,8,1,2007,0,0,43,12,4,NULL,12,2,12,13230002_1_8_2007,4,1,0,1,0,0,13
5048442,3,E,3,13230002,10,11,2007,0,52,47,9,3,NULL,9,2,12,13230002_11_10_2007,4,1,1,1,0,0,13
5051802,3,E,3,13230002,5,11,2010,0,51,48,10,3,NULL,9,3,12,13230002_11_5_2010,4,1,1,2,1,0,13
5103376,1,N,3,13230002,3,15,2009,0,52,40,10,2,NULL,10,3,11,13230002_15_3_2009,2,1,0,1,0,0,13
5104469,0,N,3,13230002,5,15,2010,0,52,58,10,3,NULL,10,3,11,13230002_15_5_2010,1,0,0,1,0,0,13
5088964,0,N,3,13230002,9,15,2014,64,50,34,10,3,NULL,7,2,12,13230002_15_9_2014,1,0,0,6,1,1,13
5099154,0,N,3,13230002,6,16,2015,0,52,56,9,2,NULL,9,3,11,13230002_16_6_2015,1,0,0,1,0,1,13
5103371,1,N,3,13230002,8,17,2015,0,54,43,9,3,NULL,10,3,11,13230002_17_8_2015,2,1,0,1,0,1,13
5159983,0,N,3,13230002,10,19,2009,64,52,37,10,2,11,11,2,11,13230002_19_10_2009,1,0,0,1,0,0,13
5161271,0,E,3,13230002,5,19,2010,65,50,47,22,4,7,9,3,7,13230002_19_5_2010,1,0,1,1,0,0,13
5112029,0,E,3,13230002,5,19,2016,0,53,50,10,1,7,9,3,11,13230002_19_5_2016,1,0,1,3,1,0,13
5160395,0,E,3,13230002,9,20,2019,55,54,56,9,3,8,12,3,11,13230002_20_9_2019,1,0,1,12,1,0,13
40318,3,N,3,13230002,7,27,2002,63,51,23,10,2,NULL,8,2,2,13230002_27_7_2002,4,1,0,1,0,0,13
5028520,2,N,3,13230002,9,27,2009,0,0,37,10,3,NULL,9,1,12,13230002_27_9_2009,3,1,0,2,1,0,13
5063394,3,E,3,13230002,9,27,2012,0,48,60,10,2,NULL,10,2,12,13230002_27_9_2012,4,1,1,10,1,0,13
36226,3,N,3,13230002,6,28,2003,0,0,60,10,2,NULL,12,3,12,13230002_28_6_2003,4,1,0,1,0,0,13
5099870,0,N,3,13230002,6,28,2015,0,52,32,9,2,NULL,10,3,11,13230002_28_6_2015,1,0,0,1,0,1,13
40321,3,N,3,13230002,7,28,2002,0,0,21,9,3,NULL,11,3,2,13230002_28_7_2002,4,1,0,1,0,0,13
36229,2,N,3,13230002,6,29,2003,0,0,55,10,2,NULL,13,3,12,13230002_29_6_2003,3,1,0,1,0,0,13
5117755,0,N,3,13230002,9,29,2016,0,54,54,10,2,7,10,2,2,13230002_29_9_2016,1,0,0,1,0,0,13
36234,3,N,3,13230002,6,30,2003,0,0,45,10,2,NULL,12,3,12,13230002_30_6_2003,4,1,0,1,0,0,13
48212,0,E,3,13230002,3,4,2007,60,53,42,21,3,NULL,12,3,12,13230002_4_3_2007,1,0,1,1,0,0,13
19313,3,N,3,13230003,8,1,2007,0,0,37,10,4,NULL,11,2,12,13230003_1_8_2007,4,1,0,1,0,0,13
5067754,2,E,3,13230003,9,13,2002,0,46,45,14,2,NULL,9,2,12,13230003_13_9_2002,3,1,1,2,1,0,13
5039736,0,N,3,13230003,10,17,2010,0,52,44,9,3,NULL,14,2,12,13230003_17_10_2010,1,0,0,1,0,0,13
5101052,1,N,3,13230003,7,19,2015,0,57,61,10,3,NULL,8,3,11,13230003_19_7_2015,2,1,0,1,0,1,13
5028518,2,N,3,13230003,9,26,2009,0,0,37,10,3,NULL,8,1,12,13230003_26_9_2009,3,1,0,2,1,0,13
40319,3,N,3,13230003,7,27,2002,62,52,23,15,3,NULL,8,2,2,13230003_27_7_2002,4,1,0,1,0,0,13
47130,2,N,3,13230003,5,28,2005,0,0,49,10,2,NULL,10,3,2,13230003_28_5_2005,3,1,0,1,0,0,13
36227,3,N,3,13230003,6,28,2003,0,0,55,15,2,NULL,10,2,12,13230003_28_6_2003,4,1,0,1,0,0,13
40322,3,N,3,13230003,7,28,2002,62,52,38,1,2,NULL,6,2,2,13230003_28_7_2002,4,1,0,1,0,0,13
5028528,2,N,3,13230003,9,28,2009,0,55,42,10,2,NULL,7,2,11,13230003_28_9_2009,3,1,0,1,0,0,13
47985,2,N,3,13230003,5,29,2005,0,0,57,14,3,NULL,10,3,2,13230003_29_5_2005,3,1,0,1,0,0,13
48211,3,E,3,13230003,3,4,2007,60,60,48,15,2,NULL,13,2,12,13230003_4_3_2007,4,1,1,1,0,0,13
48216,0,E,3,13230003,5,4,2007,59,51,50,9,3,NULL,13,3,12,13230003_4_5_2007,1,0,1,1,0,0,13
45243,3,E,3,13230003,4,6,2009,60,49,59,10,4,NULL,10,2,12,13230003_6_4_2009,4,1,1,1,0,0,13
5067811,2,E,3,13230004,11,13,2002,0,46,57,10,2,NULL,8,2,11,13230004_13_11_2002,3,1,1,2,1,0,13
5067753,0,N,3,13230004,9,13,2002,0,46,50,10,3,NULL,7,2,12,13230004_13_9_2002,1,0,0,2,1,0,13
5119766,0,N,3,13230004,10,16,2016,0,47,59,9,4,5,8,3,7,13230004_16_10_2016,1,0,0,1,0,0,13
5116124,0,N,3,13230004,6,16,2007,0,52,51,11,3,6,8,2,2,13230004_16_6_2007,1,0,0,1,0,0,13
5111949,0,N,3,13230004,9,16,2004,0,0,50,10,2,4,6,2,2,13230004_16_9_2004,1,0,0,1,0,0,13
5134364,0,E,3,13230004,12,17,2011,0,48,66,9,4,5,8,3,2,13230004_17_12_2011,1,0,1,1,0,0,13
5142751,0,N,3,13230004,11,18,2007,60,56,50,16,1,5,7,2,2,13230004_18_11_2007,1,0,0,1,0,0,13
5142519,0,N,3,13230004,9,18,2007,61,53,41,10,2,6,6,3,11,13230004_18_9_2007,1,0,0,1,0,0,13
5160581,1,E,3,13230004,9,19,2019,55,54,63,13,3,5,6,3,2,13230004_19_9_2019,2,1,1,11,1,0,13
5133611,0,N,3,13230004,10,22,2017,54,50,40,13,3,6,6,2,2,13230004_22_10_2017,1,0,0,1,0,0,13
5028521,2,N,3,13230004,9,27,2009,0,0,20,15,2,NULL,7,3,11,13230004_27_9_2009,3,1,0,2,1,0,13
5103847,0,N,3,13230004,9,27,2015,0,48,39,14,2,NULL,4,3,11,13230004_27_9_2015,1,0,0,1,0,1,13
5089547,0,N,3,13230004,9,28,2014,0,50,39,15,3,NULL,6,2,2,13230004_28_9_2014,1,0,0,3,1,1,13
47986,2,N,3,13230004,5,29,2005,0,0,60,9,2,NULL,7,3,2,13230004_29_5_2005,3,1,0,1,0,0,13
5089632,0,N,3,13230004,9,29,2014,54,50,28,15,3,NULL,5,2,2,13230004_29_9_2014,1,0,0,1,0,1,13
37247,3,N,3,13230004,11,30,2002,0,0,67,10,3,NULL,7,3,11,13230004_30_11_2002,4,1,0,1,0,0,13
5132622,2,N,3,13230004,9,30,2017,54,50,26,10,3,5,5,2,2,13230004_30_9_2017,3,1,0,11,1,0,13
5048444,3,E,3,13230005,10,11,2007,0,52,35,13,2,NULL,10,2,12,13230005_11_10_2007,4,1,1,1,0,0,13
5052579,3,E,3,13230005,7,11,2010,0,49,51,9,3,NULL,9,2,2,13230005_11_7_2010,4,1,1,2,1,0,13
5064209,2,N,3,13230005,10,13,2012,0,48,45,14,5,NULL,7,2,12,13230005_13_10_2012,3,1,0,1,0,0,13
5119763,0,N,3,13230005,10,14,2016,0,49,44,16,2,7,11,3,11,13230005_14_10_2016,1,0,0,1,0,0,13
5102946,1,N,3,13230005,2,15,2009,0,52,35,14,3,NULL,8,2,11,13230005_15_2_2009,2,1,0,2,1,0,13
5098987,0,N,3,13230005,6,15,2015,0,54,48,9,2,NULL,8,2,11,13230005_15_6_2015,1,0,0,1,0,1,13
5103380,0,N,3,13230005,7,15,2009,0,54,54,14,2,NULL,10,3,11,13230005_15_7_2009,1,0,0,1,0,0,13
5133466,1,N,3,13230005,10,16,2017,55,50,38,9,4,6,10,2,11,13230005_16_10_2017,2,1,0,6,1,0,13
5116125,2,N,3,13230005,7,16,2007,0,52,42,15,3,7,10,2,11,13230005_16_7_2007,3,1,0,1,0,0,13
5103369,0,N,3,13230005,8,16,2015,0,54,32,9,3,NULL,7,3,11,13230005_16_8_2015,1,0,0,1,0,1,13
5160281,2,E,3,13230005,9,16,2019,0,52,53,14,3,7,10,2,11,13230005_16_9_2019,3,1,1,11,1,0,13
5134361,2,E,3,13230005,11,17,2011,0,48,58,10,4,7,10,2,11,13230005_17_11_2011,3,1,1,1,0,0,13
5137369,0,E,3,13230005,2,17,2018,0,46,37,10,2,5,8,3,11,13230005_17_2_2018,1,0,1,1,0,0,13
5161397,0,N,3,13230005,6,17,2019,0,52,49,13,3,7,10,2,11,13230005_17_6_2019,1,0,0,1,0,0,13
5089846,2,E,3,13230005,9,17,2014,0,49,56,14,3,NULL,11,3,2,13230005_17_9_2014,3,1,1,6,1,1,13
5041022,2,N,3,13230005,10,18,2010,0,50,61,9,3,NULL,10,3,12,13230005_18_10_2010,3,1,0,1,0,0,13
5090953,0,E,3,13230005,10,18,2014,57,49,47,14,3,NULL,10,2,12,13230005_18_10_2014,1,0,1,1,0,1,13
5122933,2,E,3,13230005,2,19,2017,0,48,59,15,3,6,9,2,2,13230005_19_2_2017,3,1,1,1,0,0,13
5152031,0,E,3,13230005,7,19,2003,0,48,50,15,3,6,9,2,11,13230005_19_7_2003,1,0,1,1,0,0,13
5161277,1,E,3,13230005,7,19,2010,61,50,48,14,3,7,10,3,11,13230005_19_7_2010,2,1,1,1,0,0,13
37249,3,N,3,13230005,1,2,2012,0,47,54,10,3,NULL,12,2,12,13230005_2_1_2012,4,1,0,1,0,0,13
5111462,2,E,3,13230005,5,20,2016,0,51,66,9,2,6,9,3,11,13230005_20_5_2016,3,1,1,4,1,0,13
5160701,2,N,3,13230005,10,21,2018,0,50,37,9,3,6,8,2,11,13230005_21_10_2018,3,1,0,1,0,0,13
5113040,0,E,3,13230005,5,21,2016,57,54,73,14,3,8,10,3,2,13230005_21_5_2016,1,0,1,3,1,0,13
5116186,1,N,3,13230005,8,21,2016,0,52,39,14,2,7,10,2,11,13230005_21_8_2016,2,1,0,1,0,0,13
5133613,0,N,3,13230005,10,23,2017,54,48,31,9,3,8,9,1,11,13230005_23_10_2017,1,0,0,1,0,0,13
5099726,0,N,3,13230005,6,27,2015,0,50,33,10,3,NULL,9,2,11,13230005_27_6_2015,1,0,0,1,0,1,13
47129,3,N,3,13230005,5,28,2005,0,0,55,14,2,NULL,8,3,2,13230005_28_5_2005,4,1,0,1,0,0,13
5028524,2,N,3,13230005,9,28,2009,0,0,42,9,3,NULL,6,2,2,13230005_28_9_2009,3,1,0,2,1,0,13
5063447,3,N,3,13230005,9,28,2012,0,48,56,10,2,NULL,10,3,12,13230005_28_9_2012,4,1,0,8,1,0,13
36232,0,N,3,13230005,6,29,2003,0,0,52,14,2,NULL,10,3,12,13230005_29_6_2003,1,0,0,1,0,0,13
5064146,2,E,3,13230005,9,29,2012,0,52,49,10,2,NULL,8,3,2,13230005_29_9_2012,3,1,1,1,0,0,13
5103372,2,N,3,13230005,8,31,2015,0,52,44,14,2,NULL,7,3,11,13230005_31_8_2015,3,1,0,2,1,1,13
48214,3,E,3,13230005,4,4,2007,62,60,60,14,3,NULL,11,3,12,13230005_4_4_2007,4,1,1,1,0,0,13
5067803,0,N,3,13230006,9,13,2002,0,45,42,20,2,NULL,6,1,2,13230006_13_9_2002,1,0,0,1,0,0,13
5156345,0,N,3,13230006,7,14,2018,0,61,46,10,3,4,6,2,2,13230006_14_7_2018,1,0,0,1,0,0,13
5118412,0,E,3,13230006,10,15,2016,0,49,48,9,3,5,7,2,10,13230006_15_10_2016,1,0,1,2,1,0,13
5133467,0,N,3,13230006,10,16,2017,55,50,52,14,3,6,7,2,2,13230006_16_10_2017,1,0,0,5,1,0,13
5116126,2,N,3,13230006,8,16,2007,0,50,52,10,3,5,7,2,2,13230006_16_8_2007,3,1,0,1,0,0,13
5134363,1,E,3,13230006,11,17,2011,0,48,61,14,4,6,7,1,2,13230006_17_11_2011,2,1,1,1,0,0,13
5161297,0,E,3,13230006,9,18,2019,0,54,50,14,3,4,5,2,2,13230006_18_9_2019,1,0,1,1,0,0,13
5160035,0,N,3,13230006,11,19,2009,61,52,45,14,1,7,7,1,11,13230006_19_11_2009,1,0,0,1,0,0,13
5161276,0,E,3,13230006,7,19,2010,60,53,61,10,2,5,7,1,2,13230006_19_7_2010,1,0,1,1,0,0,13
5090958,0,E,3,13230006,10,20,2014,55,48,32,14,3,NULL,8,2,2,13230006_20_10_2014,1,0,1,1,0,1,13
5101056,0,N,3,13230006,7,20,2015,0,59,53,11,2,NULL,5,2,2,13230006_20_7_2015,1,0,0,1,0,1,13
5069873,0,N,3,13230006,4,28,2013,0,48,30,11,2,NULL,3,2,3,13230006_28_4_2013,1,0,0,1,0,0,13
5089629,0,N,3,13230006,9,29,2014,54,52,37,14,3,NULL,5,2,2,13230006_29_9_2014,1,0,0,1,0,1,13
36235,3,N,3,13230006,6,30,2003,0,0,51,13,2,NULL,6,2,11,13230006_30_6_2003,4,1,0,1,0,0,13
5102945,0,N,3,13230006,8,31,2015,0,50,39,9,2,NULL,7,2,2,13230006_31_8_2015,1,0,0,2,1,1,13
48213,0,E,3,13230006,4,4,2007,55,51,62,10,3,NULL,7,2,11,13230006_4_4_2007,1,0,1,1,0,0,13
44782,3,E,3,13230006,5,6,2003,44,44,41,13,2,NULL,6,3,11,13230006_6_5_2003,4,1,1,1,0,0,13
5051813,3,E,3,13230007,6,11,2010,0,50,47,10,3,NULL,7,3,2,13230007_11_6_2010,4,1,1,2,1,0,13
5065249,0,N,3,13230007,10,12,2011,0,44,49,10,5,NULL,7,2,2,13230007_12_10_2011,1,0,0,1,0,0,13
5067786,2,E,3,13230007,10,13,2002,0,46,60,14,3,NULL,8,2,12,13230007_13_10_2002,3,1,1,2,1,0,13
5098959,0,N,3,13230007,6,14,2015,0,54,52,9,2,NULL,7,3,2,13230007_14_6_2015,1,0,0,1,0,1,13
5103373,0,N,3,13230007,1,15,2009,0,50,44,10,2,NULL,8,3,2,13230007_15_1_2009,1,0,0,2,1,0,13
5102245,0,N,3,13230007,10,15,2008,0,52,33,12,2,NULL,7,3,2,13230007_15_10_2008,1,0,0,1,0,0,13
5103377,0,N,3,13230007,3,15,2009,0,52,48,14,2,NULL,7,3,2,13230007_15_3_2009,1,0,0,1,0,0,13
5103378,0,N,3,13230007,5,15,2009,0,52,62,14,2,NULL,8,3,2,13230007_15_5_2009,1,0,0,1,0,0,13
5111556,0,N,3,13230007,6,15,2010,0,52,62,14,3,7,8,3,2,13230007_15_6_2010,1,0,0,1,0,0,13
5103368,0,N,3,13230007,8,15,2015,0,57,35,14,3,NULL,7,3,2,13230007_15_8_2015,1,0,0,1,0,1,13
5088967,1,N,3,13230007,9,15,2014,0,52,35,14,3,NULL,7,3,2,13230007_15_9_2014,2,1,0,7,1,1,13
5160218,0,E,3,13230007,9,16,2019,54,52,69,10,3,6,7,3,2,13230007_16_9_2019,1,0,1,11,1,0,13
5132665,2,N,3,13230007,1,17,2010,54,51,42,10,2,6,7,2,2,13230007_17_1_2010,3,1,0,9,1,0,13
5040987,3,N,3,13230007,10,17,2010,0,52,66,14,3,NULL,7,2,2,13230007_17_10_2010,4,1,0,1,0,0,13
5133468,1,N,3,13230007,10,17,2017,55,50,61,10,4,6,7,3,2,13230007_17_10_2017,2,1,0,5,1,0,13
5132771,2,N,3,13230007,2,17,2010,0,53,39,15,1,6,8,2,2,13230007_17_2_2010,3,1,0,11,1,0,13
5132614,0,N,3,13230007,3,17,2009,0,52,57,10,3,6,7,2,2,13230007_17_3_2009,1,0,0,1,0,0,13
5132961,1,N,3,13230007,4,17,2010,0,54,56,12,2,6,7,2,2,13230007_17_4_2010,2,1,0,1,0,0,13
5142746,0,N,3,13230007,11,18,2007,60,56,44,9,1,5,7,1,2,13230007_18_11_2007,1,0,0,1,0,0,13
5122926,1,E,3,13230007,2,18,2017,0,46,58,15,3,6,7,2,2,13230007_18_2_2017,2,1,1,2,1,0,13
5161398,0,N,3,13230007,1,19,2009,0,50,46,9,3,7,8,2,2,13230007_19_1_2009,1,0,0,1,0,0,13
5137419,0,E,3,13230007,2,19,2018,0,46,62,14,3,6,7,3,2,13230007_19_2_2018,1,0,1,1,0,0,13
5161272,0,E,3,13230007,5,19,2010,65,51,54,14,3,7,8,3,2,13230007_19_5_2010,1,0,1,1,0,0,13
5151980,0,E,3,13230007,6,19,2003,0,46,59,15,2,6,7,3,11,13230007_19_6_2003,1,0,1,1,0,0,13
5101054,0,N,3,13230007,7,19,2015,0,63,52,12,2,NULL,7,3,2,13230007_19_7_2015,1,0,0,1,0,1,13
5090956,0,E,3,13230007,10,20,2014,52,48,51,13,3,NULL,7,2,2,13230007_20_10_2014,1,0,1,1,0,1,13
5095431,0,N,3,13230007,3,21,2015,0,46,52,9,2,NULL,6,2,2,13230007_21_3_2015,1,0,0,1,0,1,13
5116185,0,N,3,13230007,8,21,2016,0,52,48,10,3,6,8,3,2,13230007_21_8_2016,1,0,0,1,0,0,13
5133578,0,N,3,13230007,10,22,2017,50,48,27,9,4,8,8,2,2,13230007_22_10_2017,1,0,0,1,0,0,13
5152658,1,E,3,13230007,2,24,2019,48,44,54,16,3,6,7,3,2,13230007_24_2_2019,2,1,1,2,1,0,13
5113570,0,N,3,13230007,6,24,2016,0,52,51,9,3,6,8,2,2,13230007_24_6_2016,1,0,0,1,0,0,13
5116373,0,N,3,13230007,8,24,2016,0,52,47,12,3,6,8,2,2,13230007_24_8_2016,1,0,0,1,0,0,13
5099727,0,N,3,13230007,6,27,2015,0,52,56,13,2,NULL,7,3,2,13230007_27_6_2015,1,0,0,1,0,1,13
5103862,2,N,3,13230007,9,27,2015,61,50,40,7,3,NULL,6,2,2,13230007_27_9_2015,3,1,0,10,1,1,13
5063485,3,N,3,13230007,9,29,2012,0,48,61,10,2,NULL,7,2,11,13230007_29_9_2012,4,1,0,9,1,0,13
5052578,3,E,3,13230008,6,11,2010,0,51,59,17,3,NULL,7,2,2,13230008_11_6_2010,4,1,1,2,1,0,13
5051799,3,E,3,13230009,5,11,2010,0,51,45,17,3,NULL,8,2,2,13230009_11_5_2010,4,1,1,2,1,0,13
5118413,0,E,3,13230009,10,15,2016,0,48,49,12,3,9,11,2,11,13230009_15_10_2016,1,0,1,2,1,0,13
5133470,2,N,3,13230009,10,18,2017,50,50,62,15,3,5,7,3,3,13230009_18_10_2017,3,1,0,4,1,0,13
5090957,0,E,3,13230009,10,19,2014,0,48,70,10,3,NULL,8,2,2,13230009_19_10_2014,1,0,1,1,0,1,13
5160637,1,E,3,13230009,9,20,2019,55,55,60,12,3,7,9,3,2,13230009_20_9_2019,2,1,1,11,1,0,13
5041024,3,N,3,13230009,10,21,2010,0,53,56,9,4,NULL,10,2,12,13230009_21_10_2010,4,1,0,1,0,0,13
5089593,0,N,3,13230009,9,29,2014,0,50,39,10,3,NULL,6,2,2,13230009_29_9_2014,1,0,0,4,1,1,13
5063518,0,N,3,13230009,9,30,2012,0,54,35,11,1,NULL,5,2,12,13230009_30_9_2012,1,0,0,2,1,0,13
5067777,0,N,3,13230010,10,13,2002,0,45,50,10,3,NULL,9,2,2,13230010_13_10_2002,1,0,0,2,1,0,13
5064108,2,N,3,13230010,10,13,2012,58,49,49,10,3,NULL,6,2,2,13230010_13_10_2012,3,1,0,1,0,0,13
5103379,0,N,3,13230010,6,15,2009,0,54,60,14,2,NULL,10,3,2,13230010_15_6_2009,1,0,0,1,0,0,13
5118414,0,E,3,13230010,10,16,2016,0,47,60,9,3,5,7,2,2,13230010_16_10_2016,1,0,1,1,0,0,13
5099155,0,N,3,13230010,6,16,2015,0,64,55,14,2,NULL,9,3,2,13230010_16_6_2015,1,0,0,1,0,1,13
5103370,0,N,3,13230010,8,16,2015,0,59,43,13,3,NULL,8,3,2,13230010_16_8_2015,1,0,0,1,0,1,13
5137372,0,E,3,13230010,2,17,2018,0,46,53,14,2,5,6,3,11,13230010_17_2_2018,1,0,1,1,0,0,13
5089563,0,E,3,13230010,9,17,2014,0,51,52,9,2,NULL,9,3,2,13230010_17_9_2014,1,0,1,7,1,1,13
5137400,0,E,3,13230010,2,18,2018,0,46,63,11,3,5,6,3,11,13230010_18_2_2018,1,0,1,1,0,0,13
5122969,0,E,3,13230010,2,20,2017,0,46,47,14,3,4,7,3,2,13230010_20_2_2017,1,0,1,1,0,0,13
5117499,0,N,3,13230010,9,22,2016,0,50,56,10,3,7,10,2,2,13230010_22_9_2016,1,0,0,1,0,0,13
5103855,2,N,3,13230010,9,27,2015,0,54,38,13,2,NULL,6,3,2,13230010_27_9_2015,3,1,0,5,1,1,13
5099871,0,N,3,13230010,6,28,2015,0,54,46,13,3,NULL,9,3,2,13230010_28_6_2015,1,0,0,1,0,1,13
5063452,3,E,3,13230010,9,28,2012,0,48,60,15,2,NULL,9,3,11,13230010_28_9_2012,4,1,1,10,1,0,13
5067823,2,N,3,13230011,11,13,2002,0,46,50,14,3,NULL,10,2,12,13230011_13_11_2002,3,1,0,2,1,0,13
5098988,0,N,3,13230011,6,15,2015,0,50,45,14,2,NULL,10,3,11,13230011_15_6_2015,1,0,0,1,0,1,13
5152656,0,E,3,13230011,2,24,2019,46,44,49,9,3,6,9,3,11,13230011_24_2_2019,1,0,1,1,0,0,13
5063487,3,N,3,13230011,9,29,2012,0,47,46,15,2,NULL,10,3,12,13230011_29_9_2012,4,1,0,10,1,0,13
5179675,0,N,3,13230012,6,14,2021,0,54,35,16,2,3,3,2,3,13230012_14_6_2021,1,0,0,1,0,0,13
5088310,0,N,3,13230012,7,14,2006,0,0,45,11,2,NULL,3,2,3,13230012_14_7_2006,1,0,0,1,0,0,13
5069413,1,N,3,13230012,3,16,2013,0,46,16,12,3,NULL,4,3,3,13230012_16_3_2013,2,1,0,1,0,0,13
5177641,0,E,3,13230012,4,16,2021,0,46,47,9,2,4,4,2,3,13230012_16_4_2021,1,0,1,1,0,0,13
5170138,0,E,3,13230012,4,18,2020,0,48,42,10,3,3,4,3,3,13230012_18_4_2020,1,0,1,1,0,0,13
5141987,2,N,3,13230012,8,18,2006,0,55,60,10,2,3,4,3,8,13230012_18_8_2006,3,1,0,1,0,0,13
5160895,1,E,3,13230012,9,18,2019,0,52,78,13,2,4,5,3,9,13230012_18_9_2019,2,1,1,12,1,0,13
5160892,0,N,3,13230012,5,19,2005,0,52,50,19,1,4,4,2,8,13230012_19_5_2005,1,0,0,1,0,0,13
5072188,0,N,3,13230012,6,19,2013,0,54,23,13,2,NULL,4,3,3,13230012_19_6_2013,1,0,0,1,0,0,13
5178367,0,E,3,13230012,5,21,2005,0,52,50,10,2,3,4,2,3,13230012_21_5_2005,1,0,1,1,0,0,13
5098954,0,N,3,13230012,5,22,2015,0,63,42,13,2,NULL,3,3,3,13230012_22_5_2015,1,0,0,1,0,1,13
5168694,0,N,3,13230012,5,22,2020,0,59,45,14,2,3,4,1,2,13230012_22_5_2020,1,0,0,1,0,0,13
5166311,0,N,3,13230012,2,24,2020,45,45,40,12,3,3,3,2,2,13230012_24_2_2020,1,0,0,1,0,0,13
5170140,0,E,3,13230012,7,24,2020,0,54,48,10,3,4,4,3,3,13230012_24_7_2020,1,0,1,1,0,0,13
5142473,0,N,3,13230012,6,29,2018,0,61,52,11,2,2,3,3,8,13230012_29_6_2018,1,0,0,1,0,0,13
5069411,0,N,3,13230012,3,30,2013,0,46,33,9,1,NULL,4,2,3,13230012_30_3_2013,1,0,0,1,0,0,13
5141984,0,N,3,13230012,5,30,2018,0,61,30,10,2,3,5,3,8,13230012_30_5_2018,1,0,0,1,0,0,13
5041023,2,N,3,13230013,10,19,2010,0,56,79,9,4,NULL,10,2,2,13230013_19_10_2010,3,1,0,1,0,0,13
5103842,0,N,3,13230013,9,27,2015,57,48,40,14,2,NULL,6,2,2,13230013_27_9_2015,1,0,0,7,1,1,13
5089915,0,N,3,13230015,5,14,2010,0,0,51,10,3,NULL,10,3,12,13230015_14_5_2010,1,0,0,1,0,0,13
5101909,0,N,3,13230015,10,15,2008,0,52,34,10,3,NULL,7,3,11,13230015_15_10_2008,1,0,0,1,0,0,13
5108692,1,N,3,13230015,6,15,2010,0,52,63,10,3,6,8,2,11,13230015_15_6_2010,2,1,0,1,0,0,13
