date_observed,description,comments,geoprivacy,max_depth,bottom_time,year,abundance,presence,pres_abs,abundance_recode,wasting,num_surveys,multiple_surveys,geometry,region,region_numeric,lon,lat
2004-11-21T14:06:00Z,NA,NA,open,60,60,2004,3,1,1,4,0,1,0,"c(-122.94722, 49.30579)",Salish Sea,5,-122.94722,49.30579
2004-12-02T11:23:00Z,NA,NA,open,67,46,2004,1,1,1,2,0,1,0,"c(-123.324382, 48.836094)",Salish Sea,5,-123.324382,48.836094
2004-12-04T10:31:00Z,NA,NA,open,120,45,2004,2,1,1,3,0,1,0,"c(-123.766994, 49.546449)",Salish Sea,5,-123.766994,49.546449
2004-12-04T16:10:00Z,NA,NA,open,95,34,2004,2,1,1,3,0,1,0,"c(-123.795105, 49.511659)",Salish Sea,5,-123.795105,49.511659
2004-12-05T10:42:00Z,NA,NA,open,129,50,2004,2,1,1,3,0,1,0,"c(-123.798, 49.523)",Salish Sea,5,-123.798,49.523
2004-12-05T13:40:00Z,NA,NA,open,125,42,2004,2,1,1,3,0,1,0,"c(-123.80347, 49.56685)",Salish Sea,5,-123.80347,49.56685
2004-12-08T11:20:00Z,NA,NA,open,60,30,2004,2,1,1,3,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2004-12-19T12:11:00Z,NA,NA,open,91,40,2004,1,1,1,2,0,1,0,"c(-123.31215, 49.41805)",Salish Sea,5,-123.31215,49.41805
2004-12-28T14:11:00Z,NA,NA,open,56,57,2004,1,1,1,2,0,1,0,"c(-124.0646, 49.6188)",Johnstone Strait/Northern Salish Sea,3,-124.0646,49.6188
2004-12-29T11:13:00Z,NA,NA,open,68,57,2004,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2004-12-29T15:02:00Z,NA,NA,open,60,41,2004,1,1,1,2,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2004-12-30T11:23:00Z,NA,NA,open,76,56,2004,1,1,1,2,0,1,0,"c(-124.0623, 49.6217)",Johnstone Strait/Northern Salish Sea,3,-124.0623,49.6217
2004-12-30T14:30:00Z,NA,NA,open,72,60,2004,NA,NA,0,1,0,1,0,"c(-123.385205, 48.414166)",Salish Sea,5,-123.385205,48.414166
2005-01-20T10:55:00Z,NA,NA,open,70,29,2005,6,1,1,7,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2005-01-21T09:56:00Z,NA,NA,open,60,26,2005,2,1,1,3,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2005-01-21T10:57:00Z,NA,NA,open,47,28,2005,2,1,1,3,0,1,0,"c(-123.24942, 49.33717)",Salish Sea,5,-123.24942,49.33717
2005-01-26T12:20:00Z,NA,NA,open,60,31,2005,3,1,1,4,0,1,0,"c(-123.49683, 49.363)",Salish Sea,5,-123.49683,49.363
2005-01-27T12:00:00Z,NA,NA,open,50,31,2005,3,1,1,4,0,1,0,"c(-123.26633, 49.41747)",Salish Sea,5,-123.26633,49.41747
2005-01-27T13:10:00Z,NA,NA,open,54,38,2005,2,1,1,3,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-02-03T10:30:00Z,NA,NA,open,70,13,2005,5,1,1,6,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2005-02-03T11:45:00Z,NA,NA,open,100,30,2005,5,1,1,6,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2005-02-05T11:23:00Z,NA,NA,open,80,54,2005,1,1,1,2,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2005-02-05T14:10:00Z,NA,NA,open,63,50,2005,1,1,1,2,0,1,0,"c(-124.132806, 49.515702)",Johnstone Strait/Northern Salish Sea,3,-124.132806,49.515702
2005-02-08T12:56:00Z,NA,NA,open,58,35,2005,4,1,1,5,0,1,0,"c(-123.41017, 49.38882)",Salish Sea,5,-123.41017,49.38882
2005-02-10T10:35:00Z,NA,NA,open,76,38,2005,NA,NA,0,1,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2005-02-10T13:50:00Z,NA,NA,open,50,30,2005,6,1,1,7,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-02-16T10:31:00Z,NA,NA,open,58,30,2005,6,1,1,7,0,1,0,"c(-123.287, 49.36217)",Salish Sea,5,-123.287,49.36217
2005-02-16T11:20:00Z,NA,NA,open,60,43,2005,3,1,1,4,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2005-02-17T10:45:00Z,NA,NA,open,60,48,2005,NA,NA,0,1,0,1,0,"c(-123.23417, 49.56283)",Salish Sea,5,-123.23417,49.56283
2005-02-17T13:09:00Z,NA,NA,open,62,40,2005,5,1,1,6,0,1,0,"c(-123.23033, 49.5785)",Salish Sea,5,-123.23033,49.5785
2005-02-19T11:50:00Z,NA,NA,open,70,51,2005,NA,NA,0,1,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2005-02-20T12:24:00Z,NA,NA,open,70,40,2005,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-02-20T12:45:00Z,NA,NA,open,79,53,2005,3,1,1,4,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-02-22T10:25:00Z,NA,NA,open,70,41,2005,3,1,1,4,0,1,0,"c(-123.31858, 49.41842)",Salish Sea,5,-123.31858,49.41842
2005-02-22T12:42:00Z,NA,NA,open,35,45,2005,6,1,1,7,0,1,0,"c(-123.28012, 49.37897)",Salish Sea,5,-123.28012,49.37897
2005-02-23T02:24:00Z,NA,NA,open,50,30,2005,1,1,1,2,0,1,0,"c(-123.42728, 49.36233)",Salish Sea,5,-123.42728,49.36233
2005-02-23T09:18:00Z,NA,NA,open,81,42,2005,NA,NA,0,1,0,1,0,"c(-123.9458, 49.7877)",Johnstone Strait/Northern Salish Sea,3,-123.9458,49.7877
2005-02-23T10:45:00Z,NA,NA,open,68,40,2005,1,1,1,2,0,1,0,"c(-123.4902, 49.36532)",Salish Sea,5,-123.4902,49.36532
2005-02-23T21:15:00Z,NA,NA,open,50,40,2005,NA,NA,0,1,0,1,0,"c(-123.93925, 49.7572)",Johnstone Strait/Northern Salish Sea,3,-123.93925,49.7572
2005-02-24T11:46:00Z,NA,NA,open,85,31,2005,1,1,1,2,0,1,0,"c(-123.28948, 49.37702)",Salish Sea,5,-123.28948,49.37702
2005-02-24T13:20:00Z,NA,NA,open,50,35,2005,2,1,1,3,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-03-04T10:00:00Z,NA,NA,open,50,30,2005,NA,NA,0,1,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-03-13T11:09:00Z,NA,NA,open,103,60,2005,3,1,1,4,0,1,0,"c(-123.29383, 49.3715)",Salish Sea,5,-123.29383,49.3715
2005-03-31T11:21:00Z,NA,NA,open,109,45,2005,1,1,1,2,0,1,0,"c(-124.076, 49.704)",Johnstone Strait/Northern Salish Sea,3,-124.076,49.704
2005-03-31T15:40:00Z,NA,NA,open,91,50,2005,2,1,1,3,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2005-04-02T16:43:00Z,NA,NA,open,82,48,2005,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-04-11T13:25:00Z,NA,NA,open,48,25,2005,2,1,1,3,0,1,0,"c(-123.37591, 49.40751)",Salish Sea,5,-123.37591,49.40751
2005-04-18T13:25:00Z,NA,NA,open,61,12,2005,2,1,1,3,0,1,0,"c(-123.26487, 49.32967)",Salish Sea,5,-123.26487,49.32967
2005-04-20T14:30:00Z,NA,NA,open,57,28,2005,2,1,1,3,0,1,0,"c(-123.49233, 49.36025)",Salish Sea,5,-123.49233,49.36025
2005-04-23T09:00:00Z,NA,NA,open,80,38,2005,2,1,1,3,0,1,0,"c(-123.213, 48.788)",Salish Sea,5,-123.213,48.788
2005-04-23T12:14:00Z,NA,NA,open,62,50,2005,2,1,1,3,0,1,0,"c(-123.22833, 48.73667)",Salish Sea,5,-123.22833,48.73667
2005-04-26T19:00:00Z,NA,NA,open,110,45,2005,NA,NA,0,1,0,1,0,"c(-126.855268, 52.378812)",North and Central Coast,2,-126.855268,52.378812
2005-05-04T10:20:00Z,NA,NA,open,44,44,2005,1,1,1,2,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2005-05-04T12:12:00Z,NA,NA,open,91,40,2005,1,1,1,2,0,1,0,"c(-127.302723, 50.043404)",West Coast Vancouver Island,4,-127.302723,50.043404
2005-05-04T15:05:00Z,NA,NA,open,71,31,2005,1,1,1,2,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2005-05-05T17:10:00Z,NA,NA,open,41,32,2005,1,1,1,2,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2005-05-17T12:00:00Z,NA,NA,open,90,28,2005,NA,NA,0,1,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-05-19T13:00:00Z,NA,NA,open,61,54,2005,6,1,1,7,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-05-23T17:02:00Z,NA,NA,open,85,53,2005,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-05-24T10:04:00Z,NA,NA,open,52,21,2005,6,1,1,7,0,1,0,"c(-123.269997, 49.33833)",Salish Sea,5,-123.269997,49.33833
2005-05-25T12:00:00Z,NA,NA,open,60,40,2005,NA,NA,0,1,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-05-26T10:36:00Z,NA,NA,open,92,24,2005,2,1,1,3,0,1,0,"c(-123.26095, 49.42053)",Salish Sea,5,-123.26095,49.42053
2005-05-26T13:00:00Z,NA,NA,open,25,60,2005,6,1,1,7,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-05-31T13:00:00Z,NA,NA,open,25,42,2005,3,1,1,4,0,1,0,"c(-123.49028, 49.35972)",Salish Sea,5,-123.49028,49.35972
2005-06-01T12:00:00Z,NA,NA,open,62,45,2005,2,1,1,3,0,1,0,"c(-123.2935, 49.37267)",Salish Sea,5,-123.2935,49.37267
2005-06-06T08:54:00Z,NA,NA,open,123,51,2005,2,1,1,3,0,1,0,"c(-124.5773, 49.5169)",Johnstone Strait/Northern Salish Sea,3,-124.5773,49.5169
2005-06-07T11:55:00Z,NA,NA,open,96,52,2005,1,1,1,2,0,1,0,"c(-127.656457, 50.850578)",Johnstone Strait/Northern Salish Sea,3,-127.656457,50.850578
2005-06-07T15:05:00Z,NA,NA,open,86,50,2005,1,1,1,2,0,1,0,"c(-127.41103, 50.89155)",Johnstone Strait/Northern Salish Sea,3,-127.41103,50.89155
2005-06-08T09:23:00Z,NA,NA,open,65,48,2005,1,1,1,2,0,1,0,"c(-127.643881, 50.847722)",Johnstone Strait/Northern Salish Sea,3,-127.643881,50.847722
2005-06-08T14:32:00Z,NA,NA,open,75,58,2005,2,1,1,3,0,1,0,"c(-127.854844, 50.855427)",West Coast Vancouver Island,4,-127.854844,50.855427
2005-06-08T17:08:00Z,NA,NA,open,64,41,2005,1,1,1,2,0,1,0,"c(-127.856561, 50.854614)",West Coast Vancouver Island,4,-127.856561,50.854614
2005-06-09T08:36:00Z,NA,NA,open,68,51,2005,NA,NA,0,1,0,1,0,"c(-127.543405, 51.101136)",North and Central Coast,2,-127.543405,51.101136
2005-06-09T11:30:00Z,NA,NA,open,64,39,2005,2,1,1,3,0,1,0,"c(-123.23033, 49.5785)",Salish Sea,5,-123.23033,49.5785
2005-06-09T12:35:00Z,NA,NA,open,58,23,2005,NA,NA,0,1,0,1,0,"c(-127.473539, 51.088792)",North and Central Coast,2,-127.473539,51.088792
2005-06-09T12:38:00Z,NA,NA,open,50,46,2005,NA,NA,0,1,0,1,0,"c(-123.23417, 49.56283)",Salish Sea,5,-123.23417,49.56283
2005-06-09T17:48:00Z,NA,NA,open,61,46,2005,1,1,1,2,0,1,0,"c(-127.63324, 51.087478)",North and Central Coast,2,-127.63324,51.087478
2005-06-10T08:47:00Z,NA,NA,open,83,58,2005,1,1,1,2,0,1,0,"c(-126.833791, 50.588088)",Johnstone Strait/Northern Salish Sea,3,-126.833791,50.588088
2005-06-10T12:27:00Z,NA,NA,open,115,48,2005,1,1,1,2,0,1,0,"c(-126.819704, 50.604014)",Johnstone Strait/Northern Salish Sea,3,-126.819704,50.604014
2005-06-13T11:30:00Z,NA,NA,open,71,45,2005,6,1,1,7,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-06-15T11:35:00Z,NA,NA,open,64,45,2005,3,1,1,4,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-06-22T11:07:00Z,NA,NA,open,36,35,2005,NA,NA,0,1,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2005-06-23T10:49:00Z,NA,NA,open,63,31,2005,2,1,1,3,0,1,0,"c(-124.068594, 49.673133)",Johnstone Strait/Northern Salish Sea,3,-124.068594,49.673133
2005-06-23T13:03:00Z,NA,NA,open,96,60,2005,2,1,1,3,0,1,0,"c(-124.119, 49.644)",Johnstone Strait/Northern Salish Sea,3,-124.119,49.644
2005-06-28T12:30:00Z,NA,NA,open,64,34,2005,2,1,1,3,0,1,0,"c(-123.4902, 49.36532)",Salish Sea,5,-123.4902,49.36532
2005-07-09T13:42:00Z,NA,NA,open,89,49,2005,2,1,1,3,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-07-20T13:00:00Z,NA,NA,open,49,54,2005,2,1,1,3,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-07-26T12:00:00Z,NA,NA,open,30,42,2005,2,1,1,3,0,1,0,"c(-123.41017, 49.38882)",Salish Sea,5,-123.41017,49.38882
2005-07-27T10:39:00Z,NA,NA,open,63,31,2005,NA,NA,0,1,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2005-07-28T10:51:00Z,NA,NA,open,67,49,2005,NA,NA,0,1,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-07-28T13:00:00Z,NA,NA,open,40,64,2005,NA,NA,0,1,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-08-03T10:35:00Z,NA,NA,open,28,43,2005,6,1,1,7,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-08-04T12:25:00Z,NA,NA,open,50,46,2005,NA,NA,0,1,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-08-04T13:37:00Z,NA,NA,open,33,26,2005,3,1,1,4,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-08-09T10:12:00Z,NA,NA,open,56,40,2005,2,1,1,3,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-08-09T11:15:00Z,NA,NA,open,64,28,2005,NA,NA,0,1,0,1,0,"c(-123.49683, 49.363)",Salish Sea,5,-123.49683,49.363
2005-08-17T10:45:00Z,NA,NA,open,16,27,2005,3,1,1,4,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-08-18T11:00:00Z,NA,NA,open,76,37,2005,NA,NA,0,1,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-08-25T10:28:00Z,NA,NA,open,109,48,2005,2,1,1,3,0,1,0,"c(-123.730054, 49.445245)",Salish Sea,5,-123.730054,49.445245
2005-08-25T11:53:00Z,NA,NA,open,84,38,2005,NA,NA,0,1,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-08-31T15:06:00Z,NA,NA,open,33,63,2005,2,1,1,3,0,1,0,"c(-123.65287, 48.98799)",Salish Sea,5,-123.65287,48.98799
2005-09-04T11:28:00Z,NA,NA,open,99,60,2005,2,1,1,3,0,1,0,"c(-123.285, 48.87167)",Salish Sea,5,-123.285,48.87167
2005-09-11T14:29:00Z,NA,NA,open,98,45,2005,1,1,1,2,0,1,0,"c(-123.3192, 49.41885)",Salish Sea,5,-123.3192,49.41885
2005-09-15T10:30:00Z,NA,NA,open,75,35,2005,NA,NA,0,1,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-09-17T12:12:00Z,NA,NA,open,88,51,2005,1,1,1,2,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2005-09-17T15:42:00Z,NA,NA,open,79,47,2005,1,1,1,2,0,1,0,"c(-123.26633, 49.41747)",Salish Sea,5,-123.26633,49.41747
2005-09-18T11:23:00Z,NA,NA,open,83,57,2005,1,1,1,2,0,1,0,"c(-124.085439, 49.673366)",Johnstone Strait/Northern Salish Sea,3,-124.085439,49.673366
2005-10-02T11:24:00Z,NA,NA,open,90,40,2005,1,1,1,2,0,1,0,"c(-123.29383, 49.3715)",Salish Sea,5,-123.29383,49.3715
2005-10-05T11:15:00Z,NA,NA,open,57,20,2005,NA,NA,0,1,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-10-05T11:28:00Z,NA,NA,open,31,32,2005,NA,NA,0,1,0,1,0,"c(-123.49028, 49.35972)",Salish Sea,5,-123.49028,49.35972
2005-10-11T12:20:00Z,NA,NA,open,58,42,2005,NA,NA,0,1,0,1,0,"c(-123.483, 49.358)",Salish Sea,5,-123.483,49.358
2005-10-13T12:00:00Z,NA,NA,open,30,39,2005,NA,NA,0,1,0,1,0,"c(-123.49028, 49.35972)",Salish Sea,5,-123.49028,49.35972
2005-10-25T14:37:00Z,NA,NA,open,89,46,2005,1,1,1,2,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2005-10-29T14:43:00Z,NA,NA,open,62,53,2005,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-11-02T11:21:00Z,NA,NA,open,85,46,2005,1,1,1,2,0,1,0,"c(-124.0646, 49.6188)",Johnstone Strait/Northern Salish Sea,3,-124.0646,49.6188
2005-11-11T14:34:00Z,NA,NA,open,99,51,2005,1,1,1,2,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2005-11-12T12:52:00Z,NA,NA,open,95,53,2005,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2005-11-16T12:00:00Z,NA,NA,open,75,25,2005,NA,NA,0,1,0,1,0,"c(-123.324444, 49.343611)",Salish Sea,5,-123.324444,49.343611
2005-11-17T13:30:00Z,NA,NA,open,60,30,2005,1,1,1,2,0,1,0,"c(-123.2975, 49.370277)",Salish Sea,5,-123.2975,49.370277
2005-11-17T14:30:00Z,NA,NA,open,60,30,2005,2,1,1,3,0,1,0,"c(-123.2975, 49.370277)",Salish Sea,5,-123.2975,49.370277
2005-11-23T11:35:00Z,NA,NA,open,65,50,2005,6,1,1,7,0,1,0,"c(-123.2849, 49.3780833)",Salish Sea,5,-123.2849,49.3780833
2005-11-24T13:12:00Z,NA,NA,open,95,45,2005,5,1,1,6,0,1,0,"c(-123.36317, 49.335)",Salish Sea,5,-123.36317,49.335
2005-12-10T11:29:00Z,NA,NA,open,80,60,2005,4,1,1,5,0,1,0,"c(-123.58796, 49.00942)",Salish Sea,5,-123.58796,49.00942
2005-12-14T12:15:00Z,NA,NA,open,60,27,2005,3,1,1,4,0,1,0,"c(-123.45783, 49.39017)",Salish Sea,5,-123.45783,49.39017
2005-12-15T12:00:00Z,NA,NA,open,50,30,2005,NA,NA,0,1,0,1,0,"c(-123.4735, 49.39167)",Salish Sea,5,-123.4735,49.39167
2005-12-15T12:16:00Z,NA,NA,open,100,45,2005,2,1,1,3,0,1,0,"c(-123.453331, 49.348331)",Salish Sea,5,-123.453331,49.348331
2005-12-15T13:00:00Z,NA,NA,open,70,40,2005,NA,NA,0,1,0,1,0,"c(-123.45968, 49.3924)",Salish Sea,5,-123.45968,49.3924
2005-12-19T11:48:00Z,NA,NA,open,81,55,2005,2,1,1,3,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2006-01-04T12:15:00Z,NA,NA,open,72,61,2006,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2006-01-07T15:23:00Z,NA,NA,open,96,46,2006,1,1,1,2,0,1,0,"c(-123.32936, 48.833947)",Salish Sea,5,-123.32936,48.833947
2006-02-01T12:15:00Z,NA,NA,open,20,30,2006,2,1,1,3,0,1,0,"c(-123.27412, 49.43035)",Salish Sea,5,-123.27412,49.43035
2006-02-11T14:30:00Z,NA,NA,open,80,54,2006,2,1,1,3,0,1,0,"c(-123.285, 48.87333)",Salish Sea,5,-123.285,48.87333
2006-02-12T11:25:00Z,NA,NA,open,80,50,2006,1,1,1,2,0,1,0,"c(-123.30296, 48.86797)",Salish Sea,5,-123.30296,48.86797
2006-02-15T11:45:00Z,NA,NA,open,65,30,2006,NA,NA,0,1,0,1,0,"c(-122.8703, 49.43126)",Salish Sea,5,-122.8703,49.43126
2006-02-18T13:02:00Z,NA,NA,open,65,58,2006,1,1,1,2,0,1,0,"c(-123.66, 48.94167)",Salish Sea,5,-123.66,48.94167
2006-02-20T15:55:00Z,NA,NA,open,60,30,2006,2,1,1,3,0,1,0,"c(-124.5773, 49.5169)",Johnstone Strait/Northern Salish Sea,3,-124.5773,49.5169
2006-02-21T11:30:00Z,NA,NA,open,40,30,2006,2,1,1,3,0,1,0,"c(-124.68314, 49.4819)",Johnstone Strait/Northern Salish Sea,3,-124.68314,49.4819
2006-02-21T14:30:00Z,NA,NA,open,65,30,2006,2,1,1,3,0,1,0,"c(-124.684, 49.49683)",Johnstone Strait/Northern Salish Sea,3,-124.684,49.49683
2006-03-05T10:13:00Z,NA,NA,open,96,44,2006,3,1,1,4,0,1,0,"c(-123.72833, 48.93833)",Salish Sea,5,-123.72833,48.93833
2006-03-05T12:54:00Z,NA,NA,open,65,47,2006,4,1,1,5,0,1,0,"c(-123.51599, 48.93447)",Salish Sea,5,-123.51599,48.93447
2006-03-14T10:45:00Z,NA,NA,open,60,27,2006,2,1,1,3,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2006-03-14T12:15:00Z,NA,NA,open,54,30,2006,NA,NA,0,1,0,1,0,"c(-123.24942, 49.33717)",Salish Sea,5,-123.24942,49.33717
2006-03-24T13:21:00Z,NA,NA,open,55,55,2006,3,1,1,4,0,1,0,"c(-123.70333, 49.03333)",Salish Sea,5,-123.70333,49.03333
2006-03-27T10:00:00Z,NA,NA,open,40,30,2006,2,1,1,3,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2006-04-07T11:16:00Z,NA,NA,open,80,54,2006,NA,NA,0,1,0,1,0,"c(-124.130188, 49.512358)",Johnstone Strait/Northern Salish Sea,3,-124.130188,49.512358
2006-04-08T12:24:00Z,NA,NA,open,76,55,2006,1,1,1,2,0,1,0,"c(-123.93908, 49.76273)",Johnstone Strait/Northern Salish Sea,3,-123.93908,49.76273
2006-04-20T13:00:00Z,NA,NA,open,40,35,2006,2,1,1,3,0,1,0,"c(-123.4902, 49.36532)",Salish Sea,5,-123.4902,49.36532
2006-04-24T10:30:00Z,NA,NA,open,110,21,2006,NA,NA,0,1,0,1,0,"c(-123.287, 49.36217)",Salish Sea,5,-123.287,49.36217
2006-04-25T11:30:00Z,NA,NA,open,110,20,2006,2,1,1,3,0,1,0,"c(-123.29183, 49.36216)",Salish Sea,5,-123.29183,49.36216
2006-05-06T10:28:00Z,NA,NA,open,84,46,2006,2,1,1,3,0,1,0,"c(-123.72833, 48.93833)",Salish Sea,5,-123.72833,48.93833
2006-05-06T10:40:00Z,NA,NA,open,20,30,2006,NA,NA,0,1,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2006-05-06T11:30:00Z,NA,NA,open,35,35,2006,2,1,1,3,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2006-05-06T13:12:00Z,NA,NA,open,47,63,2006,2,1,1,3,0,1,0,"c(-123.63667, 48.94)",Salish Sea,5,-123.63667,48.94
2006-05-07T10:30:00Z,NA,NA,open,71,49,2006,2,1,1,3,0,1,0,"c(-127.3602, 50.0187)",West Coast Vancouver Island,4,-127.3602,50.0187
2006-05-21T14:21:00Z,NA,NA,open,55,74,2006,2,1,1,3,0,1,0,"c(-123.665412, 48.962635)",Salish Sea,5,-123.665412,48.962635
2006-06-02T10:32:00Z,NA,NA,open,63,23,2006,2,1,1,3,0,1,0,"c(-123.657959, 49.055777)",Salish Sea,5,-123.657959,49.055777
2006-06-02T12:12:00Z,NA,NA,open,64,39,2006,2,1,1,3,0,1,0,"c(-123.611406, 49.01585)",Salish Sea,5,-123.611406,49.01585
2006-06-02T16:04:00Z,NA,NA,open,67,63,2006,2,1,1,3,0,1,0,"c(-123.60833, 48.985)",Salish Sea,5,-123.60833,48.985
2006-06-09T16:34:00Z,NA,NA,open,95,59,2006,4,1,1,5,0,1,0,"c(-123.71833, 49.03667)",Salish Sea,5,-123.71833,49.03667
2006-06-23T14:07:00Z,NA,NA,open,91,57,2006,3,1,1,4,0,1,0,"c(-123.58, 48.99)",Salish Sea,5,-123.58,48.99
2006-06-27T11:25:00Z,NA,NA,open,34,18,2006,2,1,1,3,0,1,0,"c(-123.26095, 49.42053)",Salish Sea,5,-123.26095,49.42053
2006-06-27T12:45:00Z,NA,NA,open,60,32,2006,NA,NA,0,1,0,1,0,"c(-123.26095, 49.42053)",Salish Sea,5,-123.26095,49.42053
2006-06-30T13:35:00Z,NA,NA,open,56,71,2006,4,1,1,5,0,1,0,"c(-123.58333, 49.01333)",Salish Sea,5,-123.58333,49.01333
2006-07-04T12:00:00Z,NA,NA,open,60,30,2006,2,1,1,3,0,1,0,"c(-123.24013, 49.45492)",Salish Sea,5,-123.24013,49.45492
2006-07-04T12:30:00Z,NA,NA,open,35,34,2006,2,1,1,3,0,1,0,"c(-123.24013, 49.45492)",Salish Sea,5,-123.24013,49.45492
2006-07-04T14:05:00Z,NA,NA,open,37,50,2006,2,1,1,3,0,1,0,"c(-123.24013, 49.45492)",Salish Sea,5,-123.24013,49.45492
2006-07-08T11:03:00Z,NA,NA,open,97,69,2006,2,1,1,3,0,1,0,"c(-123.71833, 49.03667)",Salish Sea,5,-123.71833,49.03667
2006-07-08T13:59:00Z,NA,NA,open,54,70,2006,1,1,1,2,0,1,0,"c(-123.66, 48.94167)",Salish Sea,5,-123.66,48.94167
2006-07-10T10:35:00Z,NA,NA,open,70,41,2006,3,1,1,4,0,1,0,"c(-123.36674, 49.46026)",Salish Sea,5,-123.36674,49.46026
