dummy_id,year,survey_name,stat_area,num_quadrats,num_pycno,pycno_density,bottom_time,presence,source,region_numeric
337_A,2011,CC 2011 Index sites survey,7,16,0,0,59,0,abalone,2
338_A,2011,CC 2011 Index sites survey,7,16,5,0.3125,44,1,abalone,2
339_A,2011,CC 2011 Index sites survey,7,16,2,0.125,80,1,abalone,2
340_A,2011,CC 2011 Index sites survey,7,16,2,0.125,65,1,abalone,2
341_A,2011,CC 2011 Index sites survey,7,16,1,0.0625,66,1,abalone,2
342_A,2011,CC 2011 Index sites survey,7,16,4,0.25,92,1,abalone,2
343_A,2011,CC 2011 Index sites survey,7,16,2,0.125,77,1,abalone,2
344_A,2011,CC 2011 Index sites survey,7,16,6,0.375,95,1,abalone,2
345_A,2011,CC 2011 Index sites survey,7,16,1,0.0625,79,1,abalone,2
346_A,2011,CC 2011 Index sites survey,7,12,1,0.083333333,93,1,abalone,2
347_A,2011,CC 2011 Index sites survey,7,16,0,0,88,0,abalone,2
348_A,2011,CC 2011 Index sites survey,7,16,6,0.375,91,1,abalone,2
349_A,2011,CC 2011 Index sites survey,7,16,5,0.3125,52,1,abalone,2
350_A,2011,CC 2011 Index sites survey,7,16,1,0.0625,27,1,abalone,2
351_A,2011,CC 2011 Index sites survey,7,16,0,0,55,0,abalone,2
352_A,2011,CC 2011 Index sites survey,7,16,5,0.3125,50,1,abalone,2
353_A,2011,CC 2011 Index sites survey,7,16,1,0.0625,70,1,abalone,2
354_A,2011,CC 2011 Index sites survey,7,16,6,0.375,66,1,abalone,2
355_A,2011,CC 2011 Index sites survey,7,16,3,0.1875,72,1,abalone,2
356_A,2011,CC 2011 Index sites survey,7,16,2,0.125,84,1,abalone,2
357_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,75,1,abalone,1
358_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,67,1,abalone,1
359_A,2012,QCI 2012 Index sites survey,2,16,0,0,61,0,abalone,1
360_A,2012,QCI 2012 Index sites survey,2,16,0,0,67,0,abalone,1
361_A,2012,QCI 2012 Index sites survey,2,16,0,0,66,0,abalone,1
362_A,2012,QCI 2012 Index sites survey,2,16,0,0,63,0,abalone,1
363_A,2012,QCI 2012 Index sites survey,2,16,0,0,24,0,abalone,1
364_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,49,1,abalone,1
365_A,2012,QCI 2012 Index sites survey,2,16,0,0,49,0,abalone,1
366_A,2012,QCI 2012 Index sites survey,2,16,5,0.3125,31,1,abalone,1
367_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,29,1,abalone,1
368_A,2012,QCI 2012 Index sites survey,2,16,5,0.3125,52,1,abalone,1
369_A,2012,QCI 2012 Index sites survey,2,16,0,0,64,0,abalone,1
370_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,37,1,abalone,1
371_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,88,1,abalone,1
372_A,2012,QCI 2012 Index sites survey,2,16,0,0,47,0,abalone,1
373_A,2012,QCI 2012 Index sites survey,2,16,0,0,64,0,abalone,1
374_A,2012,QCI 2012 Index sites survey,2,16,6,0.375,83,1,abalone,1
375_A,2012,QCI 2012 Index sites survey,2,16,0,0,51,0,abalone,1
376_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,32,1,abalone,1
377_A,2012,QCI 2012 Index sites survey,2,16,0,0,50,0,abalone,1
378_A,2012,QCI 2012 Index sites survey,2,16,10,0.625,41,1,abalone,1
379_A,2012,QCI 2012 Index sites survey,2,16,6,0.375,39,1,abalone,1
380_A,2012,QCI 2012 Index sites survey,2,16,0,0,40,0,abalone,1
381_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,36,1,abalone,1
382_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,32,1,abalone,1
383_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,69,1,abalone,1
384_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,30,1,abalone,1
385_A,2012,QCI 2012 Index sites survey,2,16,6,0.375,47,1,abalone,1
386_A,2012,QCI 2012 Index sites survey,2,16,0,0,39,0,abalone,1
387_A,2012,QCI 2012 Index sites survey,2,16,0,0,48,0,abalone,1
388_A,2012,QCI 2012 Index sites survey,2,16,0,0,72,0,abalone,1
389_A,2012,QCI 2012 Index sites survey,2,16,4,0.25,43,1,abalone,1
390_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,41,1,abalone,1
391_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,50,1,abalone,1
392_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,80,1,abalone,1
393_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,32,1,abalone,1
394_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,25,1,abalone,1
395_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,46,1,abalone,1
396_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,65,1,abalone,1
397_A,2012,QCI 2012 Index sites survey,2,16,0,0,41,0,abalone,1
398_A,2012,QCI 2012 Index sites survey,2,16,0,0,51,0,abalone,1
399_A,2012,QCI 2012 Index sites survey,2,16,0,0,37,0,abalone,1
400_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,57,1,abalone,1
401_A,2012,QCI 2012 Index sites survey,2,16,11,0.6875,60,1,abalone,1
402_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,77,1,abalone,1
403_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,54,1,abalone,1
404_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,71,1,abalone,1
405_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,65,1,abalone,1
406_A,2012,QCI 2012 Index sites survey,2,16,6,0.375,48,1,abalone,1
407_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,50,1,abalone,1
408_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,55,1,abalone,1
409_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,44,1,abalone,1
410_A,2012,QCI 2012 Index sites survey,2,16,0,0,42,0,abalone,1
411_A,2012,QCI 2012 Index sites survey,2,16,0,0,37,0,abalone,1
412_A,2012,QCI 2012 Index sites survey,2,16,0,0,25,0,abalone,1
413_A,2012,QCI 2012 Index sites survey,2,16,0,0,34,0,abalone,1
414_A,2012,QCI 2012 Index sites survey,2,16,0,0,40,0,abalone,1
415_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,68,1,abalone,1
416_A,2012,QCI 2012 Index sites survey,2,16,4,0.25,46,1,abalone,1
417_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,70,1,abalone,1
418_A,2012,QCI 2012 Index sites survey,2,16,0,0,56,0,abalone,1
419_A,2012,QCI 2012 Index sites survey,2,16,5,0.3125,71,1,abalone,1
420_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,50,1,abalone,1
421_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,51,1,abalone,1
422_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,43,1,abalone,1
423_A,2012,QCI 2012 Index sites survey,2,16,0,0,44,0,abalone,1
424_A,2012,QCI 2012 Index sites survey,2,16,2,0.125,35,1,abalone,1
425_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,30,1,abalone,1
426_A,2012,QCI 2012 Index sites survey,2,16,0,0,40,0,abalone,1
427_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,40,1,abalone,1
428_A,2012,QCI 2012 Index sites survey,2,16,0,0,47,0,abalone,1
429_A,2012,QCI 2012 Index sites survey,2,16,4,0.25,51,1,abalone,1
430_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,65,1,abalone,1
431_A,2012,QCI 2012 Index sites survey,2,16,0,0,44,0,abalone,1
432_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,30,1,abalone,1
433_A,2012,QCI 2012 Index sites survey,2,16,0,0,42,0,abalone,1
434_A,2012,QCI 2012 Index sites survey,2,16,0,0,34,0,abalone,1
435_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,56,1,abalone,1
436_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,43,1,abalone,1
437_A,2012,QCI 2012 Index sites survey,2,16,4,0.25,42,1,abalone,1
438_A,2012,QCI 2012 Index sites survey,2,16,3,0.1875,30,1,abalone,1
439_A,2012,QCI 2012 Index sites survey,2,16,1,0.0625,50,1,abalone,1
440_A,2012,QCI 2012 Index sites survey,2,16,6,0.375,40,1,abalone,1
441_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,75,0,abalone,1
442_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,59,1,abalone,1
443_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,49,1,abalone,1
444_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,51,1,abalone,1
445_A,2013,WCHG 2013 Index Sites Survey,2,8,6,0.75,21,1,abalone,1
446_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,62,1,abalone,1
447_A,2013,WCHG 2013 Index Sites Survey,2,8,0,0,20,0,abalone,1
448_A,2013,WCHG 2013 Index Sites Survey,2,16,4,0.25,47,1,abalone,1
449_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,77,0,abalone,1
450_A,2013,WCHG 2013 Index Sites Survey,2,16,7,0.4375,71,1,abalone,1
451_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,85,1,abalone,1
452_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,50,1,abalone,1
453_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,66,1,abalone,1
454_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,56,0,abalone,1
455_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,55,0,abalone,1
456_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,64,0,abalone,1
457_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,52,1,abalone,1
458_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,39,1,abalone,1
459_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,75,1,abalone,1
460_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,51,1,abalone,1
461_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,71,0,abalone,1
462_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,54,0,abalone,1
463_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,79,0,abalone,1
464_A,2013,WCHG 2013 Index Sites Survey,2,8,0,0,23,0,abalone,1
465_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,37,1,abalone,1
466_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,90,1,abalone,1
467_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,36,1,abalone,1
468_A,2013,WCHG 2013 Index Sites Survey,2,16,4,0.25,33,1,abalone,1
469_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,47,0,abalone,1
470_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,90,1,abalone,1
471_A,2013,WCHG 2013 Index Sites Survey,2,16,5,0.3125,79,1,abalone,1
472_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,54,0,abalone,1
473_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,79,1,abalone,1
474_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,93,1,abalone,1
475_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,55,0,abalone,1
476_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,57,1,abalone,1
477_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,53,1,abalone,1
478_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,72,0,abalone,1
479_A,2013,WCHG 2013 Index Sites Survey,2,16,6,0.375,69,1,abalone,1
480_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,61,1,abalone,1
481_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,61,0,abalone,1
482_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,71,1,abalone,1
483_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,49,1,abalone,1
484_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,35,1,abalone,1
485_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,78,0,abalone,1
486_A,2013,WCHG 2013 Index Sites Survey,2,16,1,0.0625,38,1,abalone,1
487_A,2013,WCHG 2013 Index Sites Survey,2,16,2,0.125,52,1,abalone,1
488_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,56,0,abalone,1
489_A,2013,WCHG 2013 Index Sites Survey,2,16,0,0,71,0,abalone,1
490_A,2013,WCVI 2013 Index Sites Survey,26,8,3,0.375,29,1,abalone,4
491_A,2013,WCVI 2013 Index Sites Survey,26,16,5,0.3125,76,1,abalone,4
492_A,2013,WCVI 2013 Index Sites Survey,26,16,5,0.3125,43,1,abalone,4
493_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,42,1,abalone,4
494_A,2013,WCVI 2013 Index Sites Survey,26,16,0,0,65,0,abalone,4
495_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,56,1,abalone,4
496_A,2013,WCVI 2013 Index Sites Survey,26,16,2,0.125,58,1,abalone,4
497_A,2013,WCVI 2013 Index Sites Survey,26,8,0,0,28,0,abalone,4
498_A,2013,WCVI 2013 Index Sites Survey,26,16,5,0.3125,76,1,abalone,4
499_A,2013,WCVI 2013 Index Sites Survey,26,16,0,0,55,0,abalone,4
500_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,27,1,abalone,4
501_A,2013,WCVI 2013 Index Sites Survey,26,16,2,0.125,67,1,abalone,4
502_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,31,1,abalone,4
503_A,2013,WCVI 2013 Index Sites Survey,26,16,1,0.0625,70,1,abalone,4
504_A,2013,WCVI 2013 Index Sites Survey,26,8,3,0.375,22,1,abalone,4
505_A,2013,WCVI 2013 Index Sites Survey,26,16,3,0.1875,65,1,abalone,4
506_A,2013,WCVI 2013 Index Sites Survey,26,16,3,0.1875,91,1,abalone,4
507_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,20,1,abalone,4
508_A,2013,WCVI 2013 Index Sites Survey,26,16,4,0.25,74,1,abalone,4
509_A,2013,WCVI 2013 Index Sites Survey,26,16,1,0.0625,64,1,abalone,4
510_A,2013,WCVI 2013 Index Sites Survey,26,16,0,0,56,0,abalone,4
511_A,2013,WCVI 2013 Index Sites Survey,26,16,1,0.0625,84,1,abalone,4
512_A,2013,WCVI 2013 Index Sites Survey,26,8,2,0.25,30,1,abalone,4
513_A,2013,WCVI 2013 Index Sites Survey,26,16,3,0.1875,64,1,abalone,4
514_A,2013,WCVI 2013 Index Sites Survey,26,16,0,0,80,0,abalone,4
515_A,2013,WCVI 2013 Index Sites Survey,26,16,4,0.25,84,1,abalone,4
516_A,2013,WCVI 2013 Index Sites Survey,26,16,0,0,69,0,abalone,4
517_A,2013,WCVI 2013 Index Sites Survey,26,16,1,0.0625,74,1,abalone,4
518_A,2013,WCVI 2013 Index Sites Survey,27,8,1,0.125,33,1,abalone,4
519_A,2013,WCVI 2013 Index Sites Survey,27,16,3,0.1875,43,1,abalone,4
520_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,78,1,abalone,4
521_A,2013,WCVI 2013 Index Sites Survey,27,16,0,0,52,0,abalone,4
522_A,2013,WCVI 2013 Index Sites Survey,27,16,3,0.1875,48,1,abalone,4
523_A,2013,WCVI 2013 Index Sites Survey,27,8,0,0,21,0,abalone,4
524_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,51,1,abalone,4
525_A,2013,WCVI 2013 Index Sites Survey,27,16,8,0.5,57,1,abalone,4
526_A,2013,WCVI 2013 Index Sites Survey,27,8,0,0,39,0,abalone,4
527_A,2013,WCVI 2013 Index Sites Survey,27,16,0,0,52,0,abalone,4
528_A,2013,WCVI 2013 Index Sites Survey,27,8,2,0.25,32,1,abalone,4
529_A,2013,WCVI 2013 Index Sites Survey,27,16,4,0.25,60,1,abalone,4
530_A,2013,WCVI 2013 Index Sites Survey,27,8,2,0.25,31,1,abalone,4
531_A,2013,WCVI 2013 Index Sites Survey,27,7,2,0.285714286,29,1,abalone,4
532_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,66,1,abalone,4
533_A,2013,WCVI 2013 Index Sites Survey,27,8,1,0.125,45,1,abalone,4
534_A,2013,WCVI 2013 Index Sites Survey,27,8,1,0.125,49,1,abalone,4
535_A,2013,WCVI 2013 Index Sites Survey,27,16,2,0.125,72,1,abalone,4
536_A,2013,WCVI 2013 Index Sites Survey,27,8,1,0.125,32,1,abalone,4
537_A,2013,WCVI 2013 Index Sites Survey,27,8,3,0.375,43,1,abalone,4
538_A,2013,WCVI 2013 Index Sites Survey,27,16,4,0.25,63,1,abalone,4
539_A,2013,WCVI 2013 Index Sites Survey,27,16,4,0.25,57,1,abalone,4
540_A,2013,WCVI 2013 Index Sites Survey,27,8,3,0.375,27,1,abalone,4
541_A,2013,WCVI 2013 Index Sites Survey,27,16,3,0.1875,72,1,abalone,4
542_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,58,1,abalone,4
543_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,78,1,abalone,4
544_A,2013,WCVI 2013 Index Sites Survey,27,16,3,0.1875,52,1,abalone,4
545_A,2013,WCVI 2013 Index Sites Survey,27,8,0,0,27,0,abalone,4
546_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,89,1,abalone,4
547_A,2013,WCVI 2013 Index Sites Survey,27,8,0,0,34,0,abalone,4
548_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,76,1,abalone,4
549_A,2013,WCVI 2013 Index Sites Survey,27,16,3,0.1875,82,1,abalone,4
550_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,75,1,abalone,4
551_A,2013,WCVI 2013 Index Sites Survey,27,16,1,0.0625,71,1,abalone,4
552_A,2014,QC Strait 2014 Index Sites,11,16,0,0,64,0,abalone,2
553_A,2014,QC Strait 2014 Index Sites,11,16,2,0.125,72,1,abalone,2
554_A,2014,QC Strait 2014 Index Sites,11,2,0,0,14,0,abalone,2
555_A,2014,QC Strait 2014 Index Sites,11,16,0,0,53,0,abalone,2
556_A,2014,QC Strait 2014 Index Sites,11,16,3,0.1875,41,1,abalone,2
557_A,2014,QC Strait 2014 Index Sites,11,16,0,0,72,0,abalone,2
558_A,2014,QC Strait 2014 Index Sites,11,8,0,0,39,0,abalone,2
559_A,2014,QC Strait 2014 Index Sites,11,12,1,0.083333333,53,1,abalone,2
560_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,82,1,abalone,3
561_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,83,1,abalone,3
562_A,2014,QC Strait 2014 Index Sites,12,16,9,0.5625,87,1,abalone,3
563_A,2014,QC Strait 2014 Index Sites,12,16,4,0.25,110,1,abalone,3
564_A,2014,QC Strait 2014 Index Sites,12,16,3,0.1875,83,1,abalone,3
565_A,2014,QC Strait 2014 Index Sites,12,16,6,0.375,69,1,abalone,3
566_A,2014,QC Strait 2014 Index Sites,12,12,0,0,77,0,abalone,3
567_A,2014,QC Strait 2014 Index Sites,12,16,0,0,78,0,abalone,3
568_A,2014,QC Strait 2014 Index Sites,12,16,5,0.3125,50,1,abalone,3
569_A,2014,QC Strait 2014 Index Sites,12,14,1,0.071428571,65,1,abalone,3
570_A,2014,QC Strait 2014 Index Sites,12,16,4,0.25,86,1,abalone,3
571_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,49,1,abalone,3
572_A,2014,QC Strait 2014 Index Sites,12,16,1,0.0625,67,1,abalone,3
573_A,2014,QC Strait 2014 Index Sites,12,16,4,0.25,47,1,abalone,3
574_A,2014,QC Strait 2014 Index Sites,12,16,4,0.25,50,1,abalone,3
575_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,80,1,abalone,3
576_A,2014,QC Strait 2014 Index Sites,12,16,0,0,52,0,abalone,3
577_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,73,1,abalone,3
578_A,2014,QC Strait 2014 Index Sites,12,16,5,0.3125,78,1,abalone,3
579_A,2014,QC Strait 2014 Index Sites,12,16,5,0.3125,80,1,abalone,3
580_A,2014,QC Strait 2014 Index Sites,12,12,0,0,71,0,abalone,3
581_A,2014,QC Strait 2014 Index Sites,12,14,0,0,71,0,abalone,3
582_A,2014,QC Strait 2014 Index Sites,12,16,8,0.5,55,1,abalone,3
583_A,2014,QC Strait 2014 Index Sites,12,16,4,0.25,46,1,abalone,3
584_A,2014,QC Strait 2014 Index Sites,12,16,3,0.1875,46,1,abalone,3
585_A,2014,QC Strait 2014 Index Sites,12,16,6,0.375,46,1,abalone,3
586_A,2014,QC Strait 2014 Index Sites,12,16,2,0.125,40,1,abalone,3
587_A,2014,QC Strait 2014 Index Sites,12,16,0,0,63,0,abalone,3
588_A,2014,QC Strait 2014 Index Sites,12,16,0,0,54,0,abalone,3
589_A,2014,QC Strait 2014 Index Sites,12,16,7,0.4375,46,1,abalone,3
590_A,2014,QC Strait 2014 Index Sites,12,16,3,0.1875,73,1,abalone,3
591_A,2016,CC 2016 Index Sites survey,5,16,1,0.0625,46,1,abalone,2
592_A,2016,CC 2016 Index Sites survey,5,16,0,0,33,0,abalone,2
593_A,2016,CC 2016 Index Sites survey,5,16,0,0,61,0,abalone,2
594_A,2016,CC 2016 Index Sites survey,5,16,0,0,79,0,abalone,2
595_A,2016,CC 2016 Index Sites survey,5,16,0,0,43,0,abalone,2
596_A,2016,CC 2016 Index Sites survey,5,16,0,0,51,0,abalone,2
597_A,2016,CC 2016 Index Sites survey,5,16,0,0,88,0,abalone,2
598_A,2016,CC 2016 Index Sites survey,5,16,1,0.0625,46,1,abalone,2
599_A,2016,CC 2016 Index Sites survey,5,16,0,0,70,0,abalone,2
600_A,2016,CC 2016 Index Sites survey,5,16,1,0.0625,82,1,abalone,2
601_A,2016,CC 2016 Index Sites survey,6,16,0,0,37,0,abalone,2
602_A,2016,CC 2016 Index Sites survey,6,16,0,0,64,0,abalone,2
603_A,2016,CC 2016 Index Sites survey,6,16,0,0,40,0,abalone,2
604_A,2016,CC 2016 Index Sites survey,6,16,0,0,36,0,abalone,2
605_A,2016,CC 2016 Index Sites survey,6,16,0,0,53,0,abalone,2
606_A,2016,CC 2016 Index Sites survey,6,16,2,0.125,64,1,abalone,2
607_A,2016,CC 2016 Index Sites survey,6,16,0,0,80,0,abalone,2
608_A,2016,CC 2016 Index Sites survey,6,16,0,0,42,0,abalone,2
609_A,2016,CC 2016 Index Sites survey,6,16,1,0.0625,65,1,abalone,2
610_A,2016,CC 2016 Index Sites survey,6,16,0,0,37,0,abalone,2
611_A,2016,CC 2016 Index Sites survey,6,16,0,0,46,0,abalone,2
612_A,2016,CC 2016 Index Sites survey,6,16,0,0,109,0,abalone,2
613_A,2016,CC 2016 Index Sites survey,6,16,0,0,56,0,abalone,2
614_A,2016,CC 2016 Index Sites survey,6,16,1,0.0625,75,1,abalone,2
615_A,2016,CC 2016 Index Sites survey,6,16,0,0,45,0,abalone,2
616_A,2016,CC 2016 Index Sites survey,6,16,0,0,53,0,abalone,2
617_A,2016,CC 2016 Index Sites survey,6,16,11,0.6875,75,1,abalone,2
618_A,2016,CC 2016 Index Sites survey,6,16,0,0,70,0,abalone,2
619_A,2016,CC 2016 Index Sites survey,6,16,0,0,23,0,abalone,2
620_A,2016,CC 2016 Index Sites survey,6,16,1,0.0625,60,1,abalone,2
621_A,2016,CC 2016 Index Sites survey,6,16,0,0,72,0,abalone,2
622_A,2016,CC 2016 Index Sites survey,6,16,0,0,65,0,abalone,2
623_A,2016,CC 2016 Index Sites survey,6,16,0,0,48,0,abalone,2
624_A,2016,CC 2016 Index Sites survey,6,16,0,0,43,0,abalone,2
625_A,2016,CC 2016 Index Sites survey,6,16,0,0,69,0,abalone,2
626_A,2016,CC 2016 Index Sites survey,6,16,0,0,55,0,abalone,2
627_A,2016,CC 2016 Index Sites survey,6,16,0,0,72,0,abalone,2
628_A,2016,CC 2016 Index Sites survey,6,16,0,0,39,0,abalone,2
629_A,2016,CC 2016 Index Sites survey,6,16,0,0,55,0,abalone,2
630_A,2016,CC 2016 Index Sites survey,6,16,0,0,46,0,abalone,2
631_A,2016,CC 2016 Index Sites survey,6,16,0,0,42,0,abalone,2
632_A,2016,CC 2016 Index Sites survey,6,16,0,0,45,0,abalone,2
633_A,2016,CC 2016 Index Sites survey,6,16,0,0,44,0,abalone,2
634_A,2016,CC 2016 Index Sites survey,6,16,2,0.125,58,1,abalone,2
635_A,2016,CC 2016 Index Sites survey,6,16,0,0,59,0,abalone,2
636_A,2016,CC 2016 Index Sites survey,6,16,0,0,49,0,abalone,2
637_A,2016,CC 2016 Index Sites survey,6,16,5,0.3125,53,1,abalone,2
638_A,2016,CC 2016 Index Sites survey,6,16,0,0,69,0,abalone,2
639_A,2016,CC 2016 Index Sites survey,6,16,0,0,45,0,abalone,2
640_A,2016,CC 2016 Index Sites survey,6,16,0,0,41,0,abalone,2
641_A,2016,CC 2016 Index Sites survey,6,16,0,0,47,0,abalone,2
642_A,2016,CC 2016 Index Sites survey,6,16,1,0.0625,82,1,abalone,2
643_A,2016,CC 2016 Index Sites survey,6,16,0,0,52,0,abalone,2
644_A,2016,CC 2016 Index Sites survey,6,16,0,0,65,0,abalone,2
645_A,2016,CC 2016 Index Sites survey,6,16,0,0,42,0,abalone,2
646_A,2016,CC 2016 Index Sites survey,7,16,0,0,118,0,abalone,2
647_A,2016,CC 2016 Index Sites survey,7,16,0,0,64,0,abalone,2
648_A,2016,CC 2016 Index Sites survey,7,16,0,0,72,0,abalone,2
649_A,2016,CC 2016 Index Sites survey,7,16,0,0,75,0,abalone,2
650_A,2016,CC 2016 Index Sites survey,7,16,0,0,61,0,abalone,2
651_A,2016,CC 2016 Index Sites survey,7,16,0,0,74,0,abalone,2
652_A,2016,CC 2016 Index Sites survey,7,16,0,0,85,0,abalone,2
653_A,2016,CC 2016 Index Sites survey,7,16,0,0,50,0,abalone,2
654_A,2016,CC 2016 Index Sites survey,7,16,0,0,112,0,abalone,2
655_A,2016,CC 2016 Index Sites survey,7,16,0,0,85,0,abalone,2
656_A,2016,CC 2016 Index Sites survey,7,16,2,0.125,105,1,abalone,2
657_A,2016,CC 2016 Index Sites survey,7,16,0,0,50,0,abalone,2
658_A,2016,CC 2016 Index Sites survey,7,16,0,0,69,0,abalone,2
659_A,2016,CC 2016 Index Sites survey,7,16,0,0,76,0,abalone,2
660_A,2016,CC 2016 Index Sites survey,7,16,6,0.375,64,1,abalone,2
661_A,2016,CC 2016 Index Sites survey,7,16,0,0,66,0,abalone,2
662_A,2016,CC 2016 Index Sites survey,7,16,0,0,76,0,abalone,2
663_A,2016,CC 2016 Index Sites survey,7,16,0,0,75,0,abalone,2
664_A,2016,CC 2016 Index Sites survey,7,16,0,0,46,0,abalone,2
665_A,2016,CC 2016 Index Sites survey,7,16,4,0.25,77,1,abalone,2
666_A,2016,CC 2016 Index Sites survey,7,16,0,0,69,0,abalone,2
667_A,2016,CC 2016 Index Sites survey,7,16,1,0.0625,50,1,abalone,2
668_A,2016,CC 2016 Index Sites survey,7,16,0,0,66,0,abalone,2
669_A,2016,CC 2016 Index Sites survey,7,16,0,0,72,0,abalone,2
670_A,2017,QCI 2017 Index Sites survey,2,16,0,0,84,0,abalone,1
671_A,2017,QCI 2017 Index Sites survey,2,16,0,0,86,0,abalone,1
